MES,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,O.P. NÚMERO,REFERENCIA,DESC. ITEM,DETALLE EXT. 1,DESC. NORMAL DETALLE EXT. 1,DESC. DETALLE EXT. 2,CANT. COMPLETA,FECHA CREACION,DESC. OPERACION
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000095,ST0000277                                         ,BODY MANGA CORTA RECOGIDO COSTADOS,18-0527             ,VERDE OLIVA,T-XS,117,2026-04-29,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000095,ST0000277                                         ,BODY MANGA CORTA RECOGIDO COSTADOS,19-1716             ,VINOTINTO,T-L,342,2026-04-29,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000095,ST0000277                                         ,BODY MANGA CORTA RECOGIDO COSTADOS,19-1716             ,VINOTINTO,T-M,456,2026-04-29,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000095,ST0000277                                         ,BODY MANGA CORTA RECOGIDO COSTADOS,19-1716             ,VINOTINTO,T-S,352,2026-04-29,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000095,ST0000277                                         ,BODY MANGA CORTA RECOGIDO COSTADOS,19-1716             ,VINOTINTO,T-XL,228,2026-04-29,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000095,ST0000277                                         ,BODY MANGA CORTA RECOGIDO COSTADOS,19-1716             ,VINOTINTO,T-XS,114,2026-04-29,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000096,ST0000274                                         ,TOP MANGA CORTA CUELLO OJAL,14-0708             ,ARENA,T-L,232,2026-05-07,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000096,ST0000274                                         ,TOP MANGA CORTA CUELLO OJAL,14-0708             ,ARENA,T-M,316,2026-05-07,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000096,ST0000274                                         ,TOP MANGA CORTA CUELLO OJAL,14-0708             ,ARENA,T-S,250,2026-05-07,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000096,ST0000274                                         ,TOP MANGA CORTA CUELLO OJAL,14-0708             ,ARENA,T-XL,156,2026-05-07,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000096,ST0000274                                         ,TOP MANGA CORTA CUELLO OJAL,14-0708             ,ARENA,T-XS,78,2026-05-07,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000097,ST0000290                                         ,CAMISETA MANGA CORTA CON BOLEROS,19-1940             ,VINOTINTO,T-L,441,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000097,ST0000290                                         ,CAMISETA MANGA CORTA CON BOLEROS,19-1940             ,VINOTINTO,T-M,597,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000097,ST0000290                                         ,CAMISETA MANGA CORTA CON BOLEROS,19-1940             ,VINOTINTO,T-S,456,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000097,ST0000290                                         ,CAMISETA MANGA CORTA CON BOLEROS,19-1940             ,VINOTINTO,T-XL,294,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000097,ST0000290                                         ,CAMISETA MANGA CORTA CON BOLEROS,19-1940             ,VINOTINTO,T-XS,147,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000098,ST0000290                                         ,CAMISETA MANGA CORTA CON BOLEROS,11-4202             ,MARFIL,T-L,441,2026-05-08,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000098,ST0000290                                         ,CAMISETA MANGA CORTA CON BOLEROS,11-4202             ,MARFIL,T-M,588,2026-05-08,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000098,ST0000290                                         ,CAMISETA MANGA CORTA CON BOLEROS,11-4202             ,MARFIL,T-S,471,2026-05-08,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000098,ST0000290                                         ,CAMISETA MANGA CORTA CON BOLEROS,11-4202             ,MARFIL,T-XL,294,2026-05-08,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000098,ST0000290                                         ,CAMISETA MANGA CORTA CON BOLEROS,11-4202             ,MARFIL,T-XS,147,2026-05-08,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000099,ST0000285                                         ,CAMISA MANGA 3/4 CON ESCALERILLAS,12-0704             ,MARFIL,T-L,555,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000099,ST0000285                                         ,CAMISA MANGA 3/4 CON ESCALERILLAS,12-0704             ,MARFIL,T-M,748,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000099,ST0000285                                         ,CAMISA MANGA 3/4 CON ESCALERILLAS,12-0704             ,MARFIL,T-S,561,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000099,ST0000285                                         ,CAMISA MANGA 3/4 CON ESCALERILLAS,12-0704             ,MARFIL,T-XS,200,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000099,ST0000285                                         ,CAMISA MANGA 3/4 CON ESCALERILLAS,18-1232             ,CAFE OSCURO,T-L,544,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000099,ST0000285                                         ,CAMISA MANGA 3/4 CON ESCALERILLAS,18-1232             ,CAFE OSCURO,T-M,734,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000099,ST0000285                                         ,CAMISA MANGA 3/4 CON ESCALERILLAS,18-1232             ,CAFE OSCURO,T-S,551,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000099,ST0000285                                         ,CAMISA MANGA 3/4 CON ESCALERILLAS,18-1232             ,CAFE OSCURO,T-XS,205,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000100,ST0000289                                         ,TOP MANGA LARGA BOLILLO EN CUELLO,18-1232             ,CAFE OSCURO,T-L,357,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000100,ST0000289                                         ,TOP MANGA LARGA BOLILLO EN CUELLO,18-1232             ,CAFE OSCURO,T-M,493,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000100,ST0000289                                         ,TOP MANGA LARGA BOLILLO EN CUELLO,18-1232             ,CAFE OSCURO,T-S,361,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000100,ST0000289                                         ,TOP MANGA LARGA BOLILLO EN CUELLO,18-1232             ,CAFE OSCURO,T-XL,228,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000100,ST0000289                                         ,TOP MANGA LARGA BOLILLO EN CUELLO,18-1232             ,CAFE OSCURO,T-XS,99,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000101,ST0000295                                         ,CAMISETA MANGA CORTA CON ESTAMPADO,17-1520             ,ROSA RUBOR,T-L,294,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000101,ST0000295                                         ,CAMISETA MANGA CORTA CON ESTAMPADO,17-1520             ,ROSA RUBOR,T-M,389,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000101,ST0000295                                         ,CAMISETA MANGA CORTA CON ESTAMPADO,17-1520             ,ROSA RUBOR,T-S,312,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000101,ST0000295                                         ,CAMISETA MANGA CORTA CON ESTAMPADO,17-1520             ,ROSA RUBOR,T-XL,220,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000101,ST0000295                                         ,CAMISETA MANGA CORTA CON ESTAMPADO,17-1520             ,ROSA RUBOR,T-XS,74,2026-04-29,CORTE
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000102,ST0001313                                         ,CAMISETA MANGA CORTA ESTAMPADA,12-0704             ,MARFIL,T-L,614,2026-05-11,CORTE
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000102,ST0001313                                         ,CAMISETA MANGA CORTA ESTAMPADA,12-0704             ,MARFIL,T-M,766,2026-05-11,CORTE
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000102,ST0001313                                         ,CAMISETA MANGA CORTA ESTAMPADA,12-0704             ,MARFIL,T-S,632,2026-05-11,CORTE
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000102,ST0001313                                         ,CAMISETA MANGA CORTA ESTAMPADA,12-0704             ,MARFIL,T-XL,453,2026-05-11,CORTE
JULIO,026 - 3JUL2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000102,ST0001313                                         ,CAMISETA MANGA CORTA ESTAMPADA,12-0704             ,MARFIL,T-XS,146,2026-05-11,CORTE
MAYO,018 - 2MAY2                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000103,ST0004573                                         ,PANTALON VAQUERO TIRO ALTO EN CORDUROY,17-1422             ,CAFE MEDIO,T-10,316,2026-04-30,CORTE
MAYO,018 - 2MAY2                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000103,ST0004573                                         ,PANTALON VAQUERO TIRO ALTO EN CORDUROY,17-1422             ,CAFE MEDIO,T-12,243,2026-04-30,CORTE
MAYO,018 - 2MAY2                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000103,ST0004573                                         ,PANTALON VAQUERO TIRO ALTO EN CORDUROY,17-1422             ,CAFE MEDIO,T-14,186,2026-04-30,CORTE
MAYO,018 - 2MAY2                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000103,ST0004573                                         ,PANTALON VAQUERO TIRO ALTO EN CORDUROY,17-1422             ,CAFE MEDIO,T-16,130,2026-04-30,CORTE
MAYO,018 - 2MAY2                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000103,ST0004573                                         ,PANTALON VAQUERO TIRO ALTO EN CORDUROY,17-1422             ,CAFE MEDIO,T-6,253,2026-04-30,CORTE
MAYO,018 - 2MAY2                                   ,STOP,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000103,ST0004573                                         ,PANTALON VAQUERO TIRO ALTO EN CORDUROY,17-1422             ,CAFE MEDIO,T-8,316,2026-04-30,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000104,ST0000267                                         ,CAMISA MANGA LARGA CON CORTES EN FRENTE,14-0708             ,ARENA,T-L,635,2026-04-30,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000104,ST0000267                                         ,CAMISA MANGA LARGA CON CORTES EN FRENTE,14-0708             ,ARENA,T-M,846,2026-04-30,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000104,ST0000267                                         ,CAMISA MANGA LARGA CON CORTES EN FRENTE,14-0708             ,ARENA,T-S,530,2026-04-30,CORTE
JULIO,025 - 3JUL1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000104,ST0000267                                         ,CAMISA MANGA LARGA CON CORTES EN FRENTE,14-0708             ,ARENA,T-XL,529,2026-04-30,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000105,ST0000312                                         ,LEVANTACOLA TIRO ALTO LAVADO CLARO,IND02               ,MEDIO,T-10,701,2026-04-30,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000105,ST0000312                                         ,LEVANTACOLA TIRO ALTO LAVADO CLARO,IND02               ,MEDIO,T-12,597,2026-04-30,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000105,ST0000312                                         ,LEVANTACOLA TIRO ALTO LAVADO CLARO,IND02               ,MEDIO,T-14,502,2026-04-30,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000105,ST0000312                                         ,LEVANTACOLA TIRO ALTO LAVADO CLARO,IND02               ,MEDIO,T-16,300,2026-04-30,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000105,ST0000312                                         ,LEVANTACOLA TIRO ALTO LAVADO CLARO,IND02               ,MEDIO,T-6,615,2026-04-30,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000105,ST0000312                                         ,LEVANTACOLA TIRO ALTO LAVADO CLARO,IND02               ,MEDIO,T-8,714,2026-04-30,CORTE
JULIO,026 - 3JUL2                                   ,STOP,003 - OPORTUNIDADES                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000106,ST0000294                                         ,CAMISETA MANGA CORTA ESTAMPADO EN FRENTE,18-1232             ,CAFE OSCURO,T-L,670,2026-05-05,CORTE
JULIO,026 - 3JUL2                                   ,STOP,003 - OPORTUNIDADES                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000106,ST0000294                                         ,CAMISETA MANGA CORTA ESTAMPADO EN FRENTE,18-1232             ,CAFE OSCURO,T-M,875,2026-05-05,CORTE
JULIO,026 - 3JUL2                                   ,STOP,003 - OPORTUNIDADES                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000106,ST0000294                                         ,CAMISETA MANGA CORTA ESTAMPADO EN FRENTE,18-1232             ,CAFE OSCURO,T-S,689,2026-05-05,CORTE
JULIO,026 - 3JUL2                                   ,STOP,003 - OPORTUNIDADES                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000106,ST0000294                                         ,CAMISETA MANGA CORTA ESTAMPADO EN FRENTE,18-1232             ,CAFE OSCURO,T-XL,510,2026-05-05,CORTE
JULIO,026 - 3JUL2                                   ,STOP,003 - OPORTUNIDADES                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000106,ST0000294                                         ,CAMISETA MANGA CORTA ESTAMPADO EN FRENTE,18-1232             ,CAFE OSCURO,T-XS,170,2026-05-05,CORTE
JULIO,027 - 3JUL3                                   ,STOP,003 - OPORTUNIDADES                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000107,ST0000314                                         ,VAQUERO TIRO ALTO LAV MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-10,713,2026-05-01,CORTE
JULIO,027 - 3JUL3                                   ,STOP,003 - OPORTUNIDADES                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000107,ST0000314                                         ,VAQUERO TIRO ALTO LAV MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-12,524,2026-05-01,CORTE
JULIO,027 - 3JUL3                                   ,STOP,003 - OPORTUNIDADES                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000107,ST0000314                                         ,VAQUERO TIRO ALTO LAV MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-14,304,2026-05-01,CORTE
JULIO,027 - 3JUL3                                   ,STOP,003 - OPORTUNIDADES                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000107,ST0000314                                         ,VAQUERO TIRO ALTO LAV MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-16,304,2026-05-01,CORTE
JULIO,027 - 3JUL3                                   ,STOP,003 - OPORTUNIDADES                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000107,ST0000314                                         ,VAQUERO TIRO ALTO LAV MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-6,508,2026-05-01,CORTE
JULIO,027 - 3JUL3                                   ,STOP,003 - OPORTUNIDADES                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000107,ST0000314                                         ,VAQUERO TIRO ALTO LAV MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-8,727,2026-05-01,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000108,ST0000313                                         ,TEJANO TIRO ALTO LAVADO OSCURO,IND04               ,OSCURO,T-10,568,2026-05-04,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000108,ST0000313                                         ,TEJANO TIRO ALTO LAVADO OSCURO,IND04               ,OSCURO,T-12,462,2026-05-04,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000108,ST0000313                                         ,TEJANO TIRO ALTO LAVADO OSCURO,IND04               ,OSCURO,T-14,373,2026-05-04,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000108,ST0000313                                         ,TEJANO TIRO ALTO LAVADO OSCURO,IND04               ,OSCURO,T-16,262,2026-05-04,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000108,ST0000313                                         ,TEJANO TIRO ALTO LAVADO OSCURO,IND04               ,OSCURO,T-6,462,2026-05-04,CORTE
JULIO,026 - 3JUL2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000108,ST0000313                                         ,TEJANO TIRO ALTO LAVADO OSCURO,IND04               ,OSCURO,T-8,524,2026-05-04,CORTE
JULIO,027 - 3JUL3                                   ,STOP,003 - OPORTUNIDADES                           ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000109,ST0000319                                         ,SHORT TIRO ALTO LAV MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-10,442,2026-05-20,CORTE
JULIO,027 - 3JUL3                                   ,STOP,003 - OPORTUNIDADES                           ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000109,ST0000319                                         ,SHORT TIRO ALTO LAV MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-12,353,2026-05-20,CORTE
JULIO,027 - 3JUL3                                   ,STOP,003 - OPORTUNIDADES                           ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000109,ST0000319                                         ,SHORT TIRO ALTO LAV MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-14,264,2026-05-20,CORTE
JULIO,027 - 3JUL3                                   ,STOP,003 - OPORTUNIDADES                           ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000109,ST0000319                                         ,SHORT TIRO ALTO LAV MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-6,361,2026-05-20,CORTE
JULIO,027 - 3JUL3                                   ,STOP,003 - OPORTUNIDADES                           ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000109,ST0000319                                         ,SHORT TIRO ALTO LAV MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-8,445,2026-05-20,CORTE
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000110,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND02               ,MEDIO,T-10,86,2026-05-05,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000110,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND02               ,MEDIO,T-12,57,2026-05-05,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000110,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND02               ,MEDIO,T-14,28,2026-05-05,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000110,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND02               ,MEDIO,T-6,57,2026-05-05,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000110,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND02               ,MEDIO,T-8,85,2026-05-05,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000111,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND04               ,OSCURO,T-10,76,2026-05-05,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000111,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND04               ,OSCURO,T-12,36,2026-05-05,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000111,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND04               ,OSCURO,T-14,32,2026-05-05,CORTE                                   
OCTUBRE,044 - 4NOV4                                   ,STOP,004 - ESENCIAL MODA                           ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000111,15008888                                          ,RETROJEAN T/ALTO ESENCIAL,IND04               ,OSCURO,T-8,84,2026-05-05,CORTE                                   
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000112,ST0004576                                         ,BLUSA MC CON RECOGIDO EN CORTES,11-0601             ,BLANCO,T-L,210,2026-05-05,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000112,ST0004576                                         ,BLUSA MC CON RECOGIDO EN CORTES,11-0601             ,BLANCO,T-M,280,2026-05-05,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000112,ST0004576                                         ,BLUSA MC CON RECOGIDO EN CORTES,11-0601             ,BLANCO,T-S,218,2026-05-05,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000112,ST0004576                                         ,BLUSA MC CON RECOGIDO EN CORTES,11-0601             ,BLANCO,T-XL,140,2026-05-05,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000112,ST0004576                                         ,BLUSA MC CON RECOGIDO EN CORTES,11-0601             ,BLANCO,T-XS,78,2026-05-05,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000113,ST0004582                                         ,BLUSA M3/4 CON ESCOTE EN V Y JARETA,11-0602             ,MARFIL,T-L,479,2026-05-05,CORTE
