MES,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,O.P. NÚMERO,REFERENCIA,DESC. ITEM,DETALLE EXT. 1,DESC. NORMAL DETALLE EXT. 1,DESC. DETALLE EXT. 2,CANT. COMPLETA,FECHA CREACION,DESC. OPERACION
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000002,ST0001277                                         ,RETROJEAN T/ALTO LAV CLARO BOTA DESFLECA,IND01               ,CLARO,T-10,366,2026-04-08,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000002,ST0001277                                         ,RETROJEAN T/ALTO LAV CLARO BOTA DESFLECA,IND01               ,CLARO,T-12,216,2026-04-08,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000002,ST0001277                                         ,RETROJEAN T/ALTO LAV CLARO BOTA DESFLECA,IND01               ,CLARO,T-14,150,2026-04-08,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000002,ST0001277                                         ,RETROJEAN T/ALTO LAV CLARO BOTA DESFLECA,IND01               ,CLARO,T-5,150,2026-04-08,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000002,ST0001277                                         ,RETROJEAN T/ALTO LAV CLARO BOTA DESFLECA,IND01               ,CLARO,T-6,212,2026-04-08,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000002,ST0001277                                         ,RETROJEAN T/ALTO LAV CLARO BOTA DESFLECA,IND01               ,CLARO,T-8,356,2026-04-08,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000003,ST0001299                                         ,CHAQUETA ML LAV CLARO CON JARETA,IND01               ,CLARO,T-L,360,2026-04-08,CORTE                                   
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000003,ST0001299                                         ,CHAQUETA ML LAV CLARO CON JARETA,IND01               ,CLARO,T-M,366,2026-04-08,CORTE                                   
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000003,ST0001299                                         ,CHAQUETA ML LAV CLARO CON JARETA,IND01               ,CLARO,T-S,270,2026-04-08,CORTE                                   
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,004 - SOBRETODOS                              ,005 - DENIM                                   ,MOP-00000003,ST0001299                                         ,CHAQUETA ML LAV CLARO CON JARETA,IND01               ,CLARO,T-XL,180,2026-04-08,CORTE                                   
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000004,ST0001282                                         ,RETROJEAN T/MEDIO LAV MEDIO BOTA DESFLEC,IND02               ,MEDIO,T-10,357,2026-04-09,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000004,ST0001282                                         ,RETROJEAN T/MEDIO LAV MEDIO BOTA DESFLEC,IND02               ,MEDIO,T-12,210,2026-04-09,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000004,ST0001282                                         ,RETROJEAN T/MEDIO LAV MEDIO BOTA DESFLEC,IND02               ,MEDIO,T-14,146,2026-04-09,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000004,ST0001282                                         ,RETROJEAN T/MEDIO LAV MEDIO BOTA DESFLEC,IND02               ,MEDIO,T-5,146,2026-04-09,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000004,ST0001282                                         ,RETROJEAN T/MEDIO LAV MEDIO BOTA DESFLEC,IND02               ,MEDIO,T-6,214,2026-04-09,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000004,ST0001282                                         ,RETROJEAN T/MEDIO LAV MEDIO BOTA DESFLEC,IND02               ,MEDIO,T-8,357,2026-04-09,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000005,ST0001283                                         ,RETROJEAN T/MEDIO LAV CLARO CON ABERTURA,IND01               ,CLARO,T-10,333,2026-04-09,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000005,ST0001283                                         ,RETROJEAN T/MEDIO LAV CLARO CON ABERTURA,IND01               ,CLARO,T-12,258,2026-04-09,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000005,ST0001283                                         ,RETROJEAN T/MEDIO LAV CLARO CON ABERTURA,IND01               ,CLARO,T-14,197,2026-04-09,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000005,ST0001283                                         ,RETROJEAN T/MEDIO LAV CLARO CON ABERTURA,IND01               ,CLARO,T-5,136,2026-04-09,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000005,ST0001283                                         ,RETROJEAN T/MEDIO LAV CLARO CON ABERTURA,IND01               ,CLARO,T-6,200,2026-04-09,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000005,ST0001283                                         ,RETROJEAN T/MEDIO LAV CLARO CON ABERTURA,IND01               ,CLARO,T-8,333,2026-04-09,CORTE
FEBRERO,002 - 1ENE2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000006,15001950                                          ,CAMISETA PREMIUM MANGA LARGA ESENCIAL,19-4004             ,NEGRO,T-L,49,2026-04-09,CORTE
FEBRERO,002 - 1ENE2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000006,15001950                                          ,CAMISETA PREMIUM MANGA LARGA ESENCIAL,19-4004             ,NEGRO,T-M,48,2026-04-09,CORTE
FEBRERO,002 - 1ENE2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000006,15001950                                          ,CAMISETA PREMIUM MANGA LARGA ESENCIAL,19-4004             ,NEGRO,T-S,48,2026-04-09,CORTE
FEBRERO,002 - 1ENE2                                   ,STOP,004 - ESENCIAL MODA                           ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000006,15001950                                          ,CAMISETA PREMIUM MANGA LARGA ESENCIAL,19-4004             ,NEGRO,T-XL,96,2026-04-09,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000007,ST0001285                                         ,BLUSA MS CON AMARRE EN CUELLO,11-0602             ,MARFIL,T-L,288,2026-04-28,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000007,ST0001285                                         ,BLUSA MS CON AMARRE EN CUELLO,11-0602             ,MARFIL,T-M,384,2026-04-28,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000007,ST0001285                                         ,BLUSA MS CON AMARRE EN CUELLO,11-0602             ,MARFIL,T-S,296,2026-04-28,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000008,ST0001297                                         ,MOM JEAN T/ALTO LAV MEDIO CON BOTA DESFL,IND02               ,MEDIO,T-10,632,2026-04-09,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000008,ST0001297                                         ,MOM JEAN T/ALTO LAV MEDIO CON BOTA DESFL,IND02               ,MEDIO,T-12,526,2026-04-09,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000008,ST0001297                                         ,MOM JEAN T/ALTO LAV MEDIO CON BOTA DESFL,IND02               ,MEDIO,T-14,369,2026-04-09,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000008,ST0001297                                         ,MOM JEAN T/ALTO LAV MEDIO CON BOTA DESFL,IND02               ,MEDIO,T-5,263,2026-04-09,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000008,ST0001297                                         ,MOM JEAN T/ALTO LAV MEDIO CON BOTA DESFL,IND02               ,MEDIO,T-6,374,2026-04-09,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000008,ST0001297                                         ,MOM JEAN T/ALTO LAV MEDIO CON BOTA DESFL,IND02               ,MEDIO,T-8,634,2026-04-09,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,005 - DENIM                                   ,MOP-00000009,ST0001298                                         ,FALDA LARGA LAVADO CLARO CON ABERTURA,IND01               ,CLARO,T-10,702,2026-04-09,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,005 - DENIM                                   ,MOP-00000009,ST0001298                                         ,FALDA LARGA LAVADO CLARO CON ABERTURA,IND01               ,CLARO,T-12,498,2026-04-09,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,005 - DENIM                                   ,MOP-00000009,ST0001298                                         ,FALDA LARGA LAVADO CLARO CON ABERTURA,IND01               ,CLARO,T-14,300,2026-04-09,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,005 - DENIM                                   ,MOP-00000009,ST0001298                                         ,FALDA LARGA LAVADO CLARO CON ABERTURA,IND01               ,CLARO,T-6,556,2026-04-09,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,005 - DENIM                                   ,MOP-00000009,ST0001298                                         ,FALDA LARGA LAVADO CLARO CON ABERTURA,IND01               ,CLARO,T-8,698,2026-04-09,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,004 - SOBRETODOS                              ,002 - TEJIDO PLANO                            ,MOP-00000010,ST0001284                                         ,CHALECO MS CON BOTONES EN FRENTE CROP,19-4035             ,AZUL MEDIO,T-L,384,2026-05-05,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,004 - SOBRETODOS                              ,002 - TEJIDO PLANO                            ,MOP-00000010,ST0001284                                         ,CHALECO MS CON BOTONES EN FRENTE CROP,19-4035             ,AZUL MEDIO,T-M,514,2026-05-05,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,004 - SOBRETODOS                              ,002 - TEJIDO PLANO                            ,MOP-00000010,ST0001284                                         ,CHALECO MS CON BOTONES EN FRENTE CROP,19-4035             ,AZUL MEDIO,T-S,540,2026-05-05,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,004 - SOBRETODOS                              ,002 - TEJIDO PLANO                            ,MOP-00000010,ST0001284                                         ,CHALECO MS CON BOTONES EN FRENTE CROP,19-4035             ,AZUL MEDIO,T-XL,128,2026-05-05,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000012,ST0001279                                         ,BERMUDA T/ALTO TONO MEDIO BOTA DESFLECAD,IND02               ,MEDIO,T-10,344,2026-04-09,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000012,ST0001279                                         ,BERMUDA T/ALTO TONO MEDIO BOTA DESFLECAD,IND02               ,MEDIO,T-12,264,2026-04-09,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000012,ST0001279                                         ,BERMUDA T/ALTO TONO MEDIO BOTA DESFLECAD,IND02               ,MEDIO,T-14,192,2026-04-09,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000012,ST0001279                                         ,BERMUDA T/ALTO TONO MEDIO BOTA DESFLECAD,IND02               ,MEDIO,T-6,192,2026-04-09,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000012,ST0001279                                         ,BERMUDA T/ALTO TONO MEDIO BOTA DESFLECAD,IND02               ,MEDIO,T-8,339,2026-04-09,CORTE
SEPTIEMBRE,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000013,15001904                                          ,BERMUDA T/ALTO ESENCIAL,19-4004             ,NEGRO,T-10,149,2026-04-11,CORTE                                   
SEPTIEMBRE,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000013,15001904                                          ,BERMUDA T/ALTO ESENCIAL,19-4004             ,NEGRO,T-12,147,2026-04-11,CORTE                                   
SEPTIEMBRE,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000013,15001904                                          ,BERMUDA T/ALTO ESENCIAL,19-4004             ,NEGRO,T-14,49,2026-04-11,CORTE                                   
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000014,ST0001306                                         ,BERMUDA T/ALTO LAV MEDIO BOTA DESFLECAD,IND02               ,MEDIO,T-10,20,2026-05-08,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000014,ST0001306                                         ,BERMUDA T/ALTO LAV MEDIO BOTA DESFLECAD,IND02               ,MEDIO,T-12,10,2026-05-08,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000014,ST0001306                                         ,BERMUDA T/ALTO LAV MEDIO BOTA DESFLECAD,IND02               ,MEDIO,T-14,10,2026-05-08,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000014,ST0001306                                         ,BERMUDA T/ALTO LAV MEDIO BOTA DESFLECAD,IND02               ,MEDIO,T-6,11,2026-05-08,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000014,ST0001306                                         ,BERMUDA T/ALTO LAV MEDIO BOTA DESFLECAD,IND02               ,MEDIO,T-8,22,2026-05-08,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000016,ST0001305                                         ,CAMISETA MC TELA CON PUNTADA DECORATIVA,19-4004             ,NEGRO,T-L,374,2026-04-11,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000016,ST0001305                                         ,CAMISETA MC TELA CON PUNTADA DECORATIVA,19-4004             ,NEGRO,T-M,748,2026-04-11,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000016,ST0001305                                         ,CAMISETA MC TELA CON PUNTADA DECORATIVA,19-4004             ,NEGRO,T-S,575,2026-04-11,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000016,ST0001305                                         ,CAMISETA MC TELA CON PUNTADA DECORATIVA,19-4004             ,NEGRO,T-XL,374,2026-04-11,CORTE
JUNIO,022 - 2JUN2                                   ,STOP,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000016,ST0001305                                         ,CAMISETA MC TELA CON PUNTADA DECORATIVA,19-4004             ,NEGRO,T-XS,187,2026-04-11,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000017,ST0001308                                         ,BODY ASIMETRICO CON BOLERO,11-0601             ,BLANCO,T-L,239,2026-04-11,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000017,ST0001308                                         ,BODY ASIMETRICO CON BOLERO,11-0601             ,BLANCO,T-M,328,2026-04-11,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000017,ST0001308                                         ,BODY ASIMETRICO CON BOLERO,11-0601             ,BLANCO,T-S,266,2026-04-11,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000017,ST0001308                                         ,BODY ASIMETRICO CON BOLERO,11-0601             ,BLANCO,T-XL,163,2026-04-11,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000017,ST0001308                                         ,BODY ASIMETRICO CON BOLERO,11-0601             ,BLANCO,T-XS,76,2026-04-11,CORTE
FEBRERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000018,15002995                                          ,BODY MS FONDO ENTERO DOBLE FAZ  ESENCIAL,11-0602             ,MARFIL,T-L,44,2026-04-11,CORTE                                   
FEBRERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000018,15002995                                          ,BODY MS FONDO ENTERO DOBLE FAZ  ESENCIAL,11-0602             ,MARFIL,T-M,139,2026-04-11,CORTE                                   
FEBRERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000018,15002995                                          ,BODY MS FONDO ENTERO DOBLE FAZ  ESENCIAL,11-0602             ,MARFIL,T-S,234,2026-04-11,CORTE                                   
FEBRERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000018,15002995                                          ,BODY MS FONDO ENTERO DOBLE FAZ  ESENCIAL,19-4004             ,NEGRO,T-L,72,2026-04-11,CORTE                                   
FEBRERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000018,15002995                                          ,BODY MS FONDO ENTERO DOBLE FAZ  ESENCIAL,19-4004             ,NEGRO,T-M,144,2026-04-11,CORTE                                   
FEBRERO,047 - 4DIC3                                   ,STOP,005 - ESENCIAL                                ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000018,15002995                                          ,BODY MS FONDO ENTERO DOBLE FAZ  ESENCIAL,19-4004             ,NEGRO,T-S,150,2026-04-11,CORTE                                   
SEPTIEMBRE,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000019,15004921                                          ,TEJANO LEVANTACOLA ESENCIAL,IND02               ,MEDIO,T-6,102,2026-04-11,CORTE                                   
SEPTIEMBRE,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000019,15004921                                          ,TEJANO LEVANTACOLA ESENCIAL,IND02               ,MEDIO,T-8,200,2026-04-11,CORTE                                   
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000020,11645914                                          ,TOP PREMIUM MC CON ARGOLLA EN HOMB,19-4004             ,NEGRO,T-L,471,2026-04-15,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000020,11645914                                          ,TOP PREMIUM MC CON ARGOLLA EN HOMB,19-4004             ,NEGRO,T-M,620,2026-04-15,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000020,11645914                                          ,TOP PREMIUM MC CON ARGOLLA EN HOMB,19-4004             ,NEGRO,T-S,679,2026-04-15,CORTE
JUNIO,021 - 2JUN1                                   ,STOP,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000020,11645914                                          ,TOP PREMIUM MC CON ARGOLLA EN HOMB,19-4004             ,NEGRO,T-XS,155,2026-04-15,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000021,ST0001312                                         ,BLUSA ML CON ABROCHADURA EN FRENTE   ,12-0601             ,BLANCO,T-L,230,2026-04-11,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000021,ST0001312                                         ,BLUSA ML CON ABROCHADURA EN FRENTE   ,12-0601             ,BLANCO,T-M,248,2026-04-11,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000021,ST0001312                                         ,BLUSA ML CON ABROCHADURA EN FRENTE   ,12-0601             ,BLANCO,T-S,203,2026-04-11,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000021,ST0001312                                         ,BLUSA ML CON ABROCHADURA EN FRENTE   ,12-0601             ,BLANCO,T-XL,154,2026-04-11,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000021,ST0001312                                         ,BLUSA ML CON ABROCHADURA EN FRENTE   ,12-0601             ,BLANCO,T-XS,78,2026-04-11,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000021,ST0001312                                         ,BLUSA ML CON ABROCHADURA EN FRENTE   ,18-1763             ,ROJO,T-L,230,2026-04-11,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000021,ST0001312                                         ,BLUSA ML CON ABROCHADURA EN FRENTE   ,18-1763             ,ROJO,T-M,282,2026-04-11,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000021,ST0001312                                         ,BLUSA ML CON ABROCHADURA EN FRENTE   ,18-1763             ,ROJO,T-S,217,2026-04-11,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000021,ST0001312                                         ,BLUSA ML CON ABROCHADURA EN FRENTE   ,18-1763             ,ROJO,T-XL,153,2026-04-11,CORTE
JUNIO,023 - 2JUN3                                   ,STOP,008 - MODA                                    ,002 - BLUSA-CAMISA                            ,002 - TEJIDO PLANO                            ,MOP-00000021,ST0001312                                         ,BLUSA ML CON ABROCHADURA EN FRENTE   ,18-1763             ,ROJO,T-XS,76,2026-04-11,CORTE
AGOSTO,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000022,15015944                                          ,VAQUERO T/ALTO  BOTA RECTA ESENCIAL,IND01               ,CLARO,T-10,322,2026-04-11,CORTE                                   
AGOSTO,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000022,15015944                                          ,VAQUERO T/ALTO  BOTA RECTA ESENCIAL,IND01               ,CLARO,T-6,163,2026-04-11,CORTE                                   
AGOSTO,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000022,15015944                                          ,VAQUERO T/ALTO  BOTA RECTA ESENCIAL,IND01               ,CLARO,T-8,322,2026-04-11,CORTE                                   
AGOSTO,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000023,15015944                                          ,VAQUERO T/ALTO  BOTA RECTA ESENCIAL,IND02               ,MEDIO,T-10,459,2026-04-11,CORTE                                   
AGOSTO,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000023,15015944                                          ,VAQUERO T/ALTO  BOTA RECTA ESENCIAL,IND02               ,MEDIO,T-12,153,2026-04-11,CORTE                                   
AGOSTO,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000023,15015944                                          ,VAQUERO T/ALTO  BOTA RECTA ESENCIAL,IND02               ,MEDIO,T-14,52,2026-04-11,CORTE                                   
AGOSTO,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000023,15015944                                          ,VAQUERO T/ALTO  BOTA RECTA ESENCIAL,IND02               ,MEDIO,T-6,152,2026-04-11,CORTE                                   
AGOSTO,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000023,15015944                                          ,VAQUERO T/ALTO  BOTA RECTA ESENCIAL,IND02               ,MEDIO,T-8,153,2026-04-11,CORTE                                   
AGOSTO,045 - 4DIC1                                   ,STOP,005 - ESENCIAL                                ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000024,15015944                                          ,VAQUERO T/ALTO  BOTA RECTA ESENCIAL,IND04               ,OSCURO,T-10,312,2026-04-11,CORTE                                   
