MES,GRUPO DE ENTREGA,MARCA,TIPO DE LINEA,LINEA,TIPO DE MATERIAL,O.P. NÚMERO,REFERENCIA,DESC. ITEM,DETALLE EXT. 1,DESC. NORMAL DETALLE EXT. 1,DESC. DETALLE EXT. 2,CANT. COMPLETA,FECHA CREACIÓN,DESC. OPERACION,DESC. C.TRABAJO
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000064,YY0000257                                         ,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,17-6009             ,VERDE MEDIO,T-12     ,269,2026-04-29,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000064,YY0000257                                         ,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,17-6009             ,VERDE MEDIO,T-14     ,443,2026-04-29,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000064,YY0000257                                         ,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,17-6009             ,VERDE MEDIO,T-16     ,439,2026-04-29,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000064,YY0000257                                         ,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,17-6009             ,VERDE MEDIO,T-18     ,269,2026-04-29,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000064,YY0000257                                         ,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,17-6009             ,VERDE MEDIO,T-20     ,269,2026-04-29,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000064,YY0000257                                         ,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,19-4004             ,NEGRO,T-10     ,198,2026-04-29,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000064,YY0000257                                         ,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,19-4004             ,NEGRO,T-12     ,314,2026-04-29,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000064,YY0000257                                         ,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,19-4004             ,NEGRO,T-14     ,511,2026-04-29,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000064,YY0000257                                         ,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,19-4004             ,NEGRO,T-16     ,521,2026-04-29,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000064,YY0000257                                         ,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,19-4004             ,NEGRO,T-18     ,323,2026-04-29,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000064,YY0000257                                         ,TSHIRT  MANGA CORTA ESENCIAL  ESTAMPADA,19-4004             ,NEGRO,T-20     ,323,2026-04-29,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000065,YY0000260                                         ,PANTALON BOTA AMPLIA CON CORTE EN CENTRO,19-4004             ,NEGRO,T-14     ,802,2026-04-30,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000065,YY0000260                                         ,PANTALON BOTA AMPLIA CON CORTE EN CENTRO,19-4004             ,NEGRO,T-16     ,554,2026-04-30,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000065,YY0000260                                         ,PANTALON BOTA AMPLIA CON CORTE EN CENTRO,19-4004             ,NEGRO,T-18     ,432,2026-04-30,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000065,YY0000260                                         ,PANTALON BOTA AMPLIA CON CORTE EN CENTRO,19-4004             ,NEGRO,T-20     ,385,2026-04-30,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000065,YY0000260                                         ,PANTALON BOTA AMPLIA CON CORTE EN CENTRO,19-4004             ,NEGRO,T-22     ,258,2026-04-30,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,001 - TEJIDO PUNTO                            ,MOP-00000066,YY0000262                                         ,VESTIDO MANGA CORTA ESTAMPADO CORTO,19-4004             ,NEGRO,T-14     ,372,2026-05-12,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,001 - TEJIDO PUNTO                            ,MOP-00000066,YY0000262                                         ,VESTIDO MANGA CORTA ESTAMPADO CORTO,19-4004             ,NEGRO,T-16     ,372,2026-05-12,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,001 - TEJIDO PUNTO                            ,MOP-00000066,YY0000262                                         ,VESTIDO MANGA CORTA ESTAMPADO CORTO,19-4004             ,NEGRO,T-18     ,267,2026-05-12,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,001 - TEJIDO PUNTO                            ,MOP-00000066,YY0000262                                         ,VESTIDO MANGA CORTA ESTAMPADO CORTO,19-4004             ,NEGRO,T-20     ,179,2026-05-12,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,010 - PRENDAS DE MODA                         ,001 - TEJIDO PUNTO                            ,MOP-00000066,YY0000262                                         ,VESTIDO MANGA CORTA ESTAMPADO CORTO,19-4004             ,NEGRO,T-22     ,91,2026-05-12,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000067,YY0000221                                         ,TEJANO TIRO ALTO  LAV CLARO,IND01               ,CLARO,T-12     ,451,2026-05-08,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000067,YY0000221                                         ,TEJANO TIRO ALTO  LAV CLARO,IND01               ,CLARO,T-14     ,539,2026-05-08,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000067,YY0000221                                         ,TEJANO TIRO ALTO  LAV CLARO,IND01               ,CLARO,T-16     ,512,2026-05-08,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000067,YY0000221                                         ,TEJANO TIRO ALTO  LAV CLARO,IND01               ,CLARO,T-18     ,344,2026-05-08,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000067,YY0000221                                         ,TEJANO TIRO ALTO  LAV CLARO,IND01               ,CLARO,T-20     ,256,2026-05-08,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000067,YY0000221                                         ,TEJANO TIRO ALTO  LAV CLARO,IND01               ,CLARO,T-22     ,256,2026-05-08,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000068,YY0000259                                         ,CARGO TIRO ALTO  LAV MEDIO,IND02               ,MEDIO,T-12     ,517,2026-05-05,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000068,YY0000259                                         ,CARGO TIRO ALTO  LAV MEDIO,IND02               ,MEDIO,T-14     ,584,2026-05-05,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000068,YY0000259                                         ,CARGO TIRO ALTO  LAV MEDIO,IND02               ,MEDIO,T-16     ,622,2026-05-05,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000068,YY0000259                                         ,CARGO TIRO ALTO  LAV MEDIO,IND02               ,MEDIO,T-18     ,394,2026-05-05,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000068,YY0000259                                         ,CARGO TIRO ALTO  LAV MEDIO,IND02               ,MEDIO,T-20     ,311,2026-05-05,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000068,YY0000259                                         ,CARGO TIRO ALTO  LAV MEDIO,IND02               ,MEDIO,T-22     ,197,2026-05-05,CORTE,TRAZO Y CORTE
002 - FEBRERO                                 ,006 - 1FEB2                                   ,003 - YOYO                                    ,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000069,35052249                                          ,CAMISETA T-SHIRT OVERSIZED ESENCIAL,19-4004             ,NEGRO,T-12     ,172,2026-04-30,CORTE,TRAZO Y CORTE
002 - FEBRERO                                 ,006 - 1FEB2                                   ,003 - YOYO                                    ,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000069,35052249                                          ,CAMISETA T-SHIRT OVERSIZED ESENCIAL,19-4004             ,NEGRO,T-14     ,165,2026-04-30,CORTE,TRAZO Y CORTE
002 - FEBRERO                                 ,006 - 1FEB2                                   ,003 - YOYO                                    ,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000069,35052249                                          ,CAMISETA T-SHIRT OVERSIZED ESENCIAL,19-4004             ,NEGRO,T-16     ,108,2026-04-30,CORTE,TRAZO Y CORTE
002 - FEBRERO                                 ,006 - 1FEB2                                   ,003 - YOYO                                    ,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000069,35052249                                          ,CAMISETA T-SHIRT OVERSIZED ESENCIAL,19-4004             ,NEGRO,T-18     ,108,2026-04-30,CORTE,TRAZO Y CORTE
002 - FEBRERO                                 ,006 - 1FEB2                                   ,003 - YOYO                                    ,005 - ESENCIAL                                ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000069,35052249                                          ,CAMISETA T-SHIRT OVERSIZED ESENCIAL,19-4004             ,NEGRO,T-20     ,54,2026-04-30,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000077,YY0000252                                         ,TOP MANGA CORTA CON ESTAMPADO FRENTE,17-6009             ,VERDE MEDIO,T-12     ,321,2026-05-06,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000077,YY0000252                                         ,TOP MANGA CORTA CON ESTAMPADO FRENTE,17-6009             ,VERDE MEDIO,T-14     ,610,2026-05-06,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000077,YY0000252                                         ,TOP MANGA CORTA CON ESTAMPADO FRENTE,17-6009             ,VERDE MEDIO,T-16     ,550,2026-05-06,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000077,YY0000252                                         ,TOP MANGA CORTA CON ESTAMPADO FRENTE,17-6009             ,VERDE MEDIO,T-18     ,321,2026-05-06,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000077,YY0000252                                         ,TOP MANGA CORTA CON ESTAMPADO FRENTE,17-6009             ,VERDE MEDIO,T-20     ,321,2026-05-06,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000077,YY0000252                                         ,TOP MANGA CORTA CON ESTAMPADO FRENTE,17-6009             ,VERDE MEDIO,T-22     ,214,2026-05-06,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000078,YY0000255                                         ,TOP MANGA SISA ESCOT DIAGONA CON APLIQUE,11-0602             ,MARFIL,T-14     ,318,2026-05-07,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000078,YY0000255                                         ,TOP MANGA SISA ESCOT DIAGONA CON APLIQUE,11-0602             ,MARFIL,T-16     ,349,2026-05-07,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000078,YY0000255                                         ,TOP MANGA SISA ESCOT DIAGONA CON APLIQUE,11-0602             ,MARFIL,T-18     ,190,2026-05-07,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000078,YY0000255                                         ,TOP MANGA SISA ESCOT DIAGONA CON APLIQUE,11-0602             ,MARFIL,T-20     ,190,2026-05-07,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,016 - TOP -BODY                               ,001 - TEJIDO PUNTO                            ,MOP-00000078,YY0000255                                         ,TOP MANGA SISA ESCOT DIAGONA CON APLIQUE,11-0602             ,MARFIL,T-22     ,190,2026-05-07,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,004 - SOBRETODOS                              ,001 - TEJIDO PUNTO                            ,MOP-00000080,YY0000247                                         ,BUZO  CUELLO TORTUGA CON CIERRE,14-4121             ,AZUL CLARO,T-14     ,292,2026-05-07,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,004 - SOBRETODOS                              ,001 - TEJIDO PUNTO                            ,MOP-00000080,YY0000247                                         ,BUZO  CUELLO TORTUGA CON CIERRE,14-4121             ,AZUL CLARO,T-16     ,288,2026-05-07,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,004 - SOBRETODOS                              ,001 - TEJIDO PUNTO                            ,MOP-00000080,YY0000247                                         ,BUZO  CUELLO TORTUGA CON CIERRE,14-4121             ,AZUL CLARO,T-18     ,210,2026-05-07,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,004 - SOBRETODOS                              ,001 - TEJIDO PUNTO                            ,MOP-00000080,YY0000247                                         ,BUZO  CUELLO TORTUGA CON CIERRE,14-4121             ,AZUL CLARO,T-20     ,210,2026-05-07,CORTE,TRAZO Y CORTE
007 - JULIO                                   ,026 - 3JUL2                                   ,003 - YOYO                                    ,008 - MODA                                    ,004 - SOBRETODOS                              ,001 - TEJIDO PUNTO                            ,MOP-00000080,YY0000247                                         ,BUZO  CUELLO TORTUGA CON CIERRE,14-4121             ,AZUL CLARO,T-22     ,140,2026-05-07,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000081,YY0000269                                         ,SHORT TIRO ALTO LAVADO MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-10     ,180,2026-05-08,CORTE                                   ,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000081,YY0000269                                         ,SHORT TIRO ALTO LAVADO MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-12     ,460,2026-05-08,CORTE                                   ,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000081,YY0000269                                         ,SHORT TIRO ALTO LAVADO MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-14     ,440,2026-05-08,CORTE                                   ,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000081,YY0000269                                         ,SHORT TIRO ALTO LAVADO MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-16     ,440,2026-05-08,CORTE                                   ,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000081,YY0000269                                         ,SHORT TIRO ALTO LAVADO MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-18     ,360,2026-05-08,CORTE                                   ,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000081,YY0000269                                         ,SHORT TIRO ALTO LAVADO MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-20     ,280,2026-05-08,CORTE                                   ,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,005 - DENIM                                   ,MOP-00000081,YY0000269                                         ,SHORT TIRO ALTO LAVADO MEDIO OSCURO,IND03               ,MEDIO OSCURO,T-22     ,180,2026-05-08,CORTE                                   ,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000082,YY0000265                                         ,RETROMOM TIRO BAJO LAV CLARO,IND01               ,CLARO,T-10     ,182,2026-05-26,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000082,YY0000265                                         ,RETROMOM TIRO BAJO LAV CLARO,IND01               ,CLARO,T-12     ,474,2026-05-26,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000082,YY0000265                                         ,RETROMOM TIRO BAJO LAV CLARO,IND01               ,CLARO,T-14     ,581,2026-05-26,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000082,YY0000265                                         ,RETROMOM TIRO BAJO LAV CLARO,IND01               ,CLARO,T-16     ,581,2026-05-26,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000082,YY0000265                                         ,RETROMOM TIRO BAJO LAV CLARO,IND01               ,CLARO,T-18     ,388,2026-05-26,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000082,YY0000265                                         ,RETROMOM TIRO BAJO LAV CLARO,IND01               ,CLARO,T-20     ,285,2026-05-26,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,000 - JEANS                                   ,005 - DENIM                                   ,MOP-00000082,YY0000265                                         ,RETROMOM TIRO BAJO LAV CLARO,IND01               ,CLARO,T-22     ,285,2026-05-26,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,002 - TEJIDO PLANO                            ,MOP-00000083,YY0000270                                         ,FALDA SHORT TIRO MEDIO COLOR ARENA,14-0002             ,ARENA,T-12     ,403,2026-05-11,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,002 - TEJIDO PLANO                            ,MOP-00000083,YY0000270                                         ,FALDA SHORT TIRO MEDIO COLOR ARENA,14-0002             ,ARENA,T-14     ,400,2026-05-11,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,002 - TEJIDO PLANO                            ,MOP-00000083,YY0000270                                         ,FALDA SHORT TIRO MEDIO COLOR ARENA,14-0002             ,ARENA,T-16     ,398,2026-05-11,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,002 - TEJIDO PLANO                            ,MOP-00000083,YY0000270                                         ,FALDA SHORT TIRO MEDIO COLOR ARENA,14-0002             ,ARENA,T-18     ,320,2026-05-11,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,002 - TEJIDO PLANO                            ,MOP-00000083,YY0000270                                         ,FALDA SHORT TIRO MEDIO COLOR ARENA,14-0002             ,ARENA,T-20     ,242,2026-05-11,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,003 - CORTOS                                  ,002 - TEJIDO PLANO                            ,MOP-00000083,YY0000270                                         ,FALDA SHORT TIRO MEDIO COLOR ARENA,14-0002             ,ARENA,T-22     ,160,2026-05-11,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000084,YY0000295                                         ,POLO MANGA CORTA CON MOÑOS EN FRENTE,12-1706             ,ROSA CLARO,T-12     ,246,2026-05-23,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000084,YY0000295                                         ,POLO MANGA CORTA CON MOÑOS EN FRENTE,12-1706             ,ROSA CLARO,T-14     ,410,2026-05-23,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000084,YY0000295                                         ,POLO MANGA CORTA CON MOÑOS EN FRENTE,12-1706             ,ROSA CLARO,T-16     ,410,2026-05-23,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000084,YY0000295                                         ,POLO MANGA CORTA CON MOÑOS EN FRENTE,12-1706             ,ROSA CLARO,T-18     ,240,2026-05-23,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,029 - 3AGO1                                   ,003 - YOYO                                    ,008 - MODA                                    ,001 - CAMISETA                                ,001 - TEJIDO PUNTO                            ,MOP-00000084,YY0000295                                         ,POLO MANGA CORTA CON MOÑOS EN FRENTE,12-1706             ,ROSA CLARO,T-20     ,240,2026-05-23,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,031 - 3AGO3                                   ,003 - YOYO                                    ,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000087,YY0000268                                         ,CARGO TIRO ALTO COLOR MARFIL,11-0602             ,MARFIL,T-12     ,490,2026-05-12,CORTE,TRAZO Y CORTE
008 - AGOSTO                                  ,031 - 3AGO3                                   ,003 - YOYO                                    ,008 - MODA                                    ,008 - PANTALONES                              ,002 - TEJIDO PLANO                            ,MOP-00000087,YY0000268                                         ,CARGO TIRO ALTO COLOR MARFIL,11-0602             ,MARFIL,T-14     ,583,2026-05-12,CORTE,TRAZO Y CORTE
