MARCA,O.P. NÚMERO,REFERENCIA,GRUPO DE ENTREGA,MES,ITEM O.P. RESUMEN,DESC. BODEGA,ESTADO,U.M.,CANT. PLANEADA,CANT. ORDENADA,CANT. COMPLETA,CANT. PENDIENTE,FECHA TERMINACION,AÑO,COLECCIÓN,FECHA CREACION,FECHA APROBACION,EXT. 1,DESC. EXTENSION 1,EXT. 2,DETALLE EXT. 2,DESC. DETALLE EXT. 2,CUMPLIMIENTO %,ESTATUS OP
STOP,MOP-00000051,ST0000333                                         ,29-3AGO1,08-AGOSTO,ST0000333 - IND03 - 016  SHORT TIRO ALTO LAV INDIGO T-8,STOP CEDI,Aprobado,UND ,476,476,0,476,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-04-17,2026-04-17,1,COLORES  ,1,16,T-8      ,0.0,INCOMPLETO
STOP,MOP-00000051,ST0000333                                         ,29-3AGO1,08-AGOSTO,ST0000333 - IND03 - 019  SHORT TIRO ALTO LAV INDIGO T-12,STOP CEDI,Aprobado,UND ,381,381,0,381,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-04-17,2026-04-17,1,COLORES  ,1,19,T-12     ,0.0,INCOMPLETO
STOP,MOP-00000051,ST0000333                                         ,29-3AGO1,08-AGOSTO,ST0000333 - IND03 - 020  SHORT TIRO ALTO LAV INDIGO T-14,STOP CEDI,Aprobado,UND ,286,286,0,286,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-04-17,2026-04-17,1,COLORES  ,1,20,T-14     ,0.0,INCOMPLETO
STOP,MOP-00000051,ST0000333                                         ,29-3AGO1,08-AGOSTO,ST0000333 - IND03 - 018  SHORT TIRO ALTO LAV INDIGO T-10,STOP CEDI,Aprobado,UND ,476,476,0,476,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-04-17,2026-04-17,1,COLORES  ,1,18,T-10     ,0.0,INCOMPLETO
STOP,MOP-00000052,ST0000318                                         ,27-3JUL3,07-JULIO,ST0000318 - IND01 - 014  SHORT TIRO ALTO LAVA INDIGO T-6,STOP CEDI,Aprobado,UND ,381,381,0,381,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-04-17,2026-04-20,1,COLORES  ,1,14,T-6      ,0.0,INCOMPLETO
STOP,MOP-00000052,ST0000318                                         ,27-3JUL3,07-JULIO,ST0000318 - IND01 - 016  SHORT TIRO ALTO LAVA INDIGO T-8,STOP CEDI,Aprobado,UND ,476,476,0,476,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-04-17,2026-04-20,1,COLORES  ,1,16,T-8      ,0.0,INCOMPLETO
STOP,MOP-00000052,ST0000318                                         ,27-3JUL3,07-JULIO,ST0000318 - IND01 - 018  SHORT TIRO ALTO LAVA INDIGO T-10,STOP CEDI,Aprobado,UND ,476,476,0,476,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-04-17,2026-04-20,1,COLORES  ,1,18,T-10     ,0.0,INCOMPLETO
STOP,MOP-00000052,ST0000318                                         ,27-3JUL3,07-JULIO,ST0000318 - IND01 - 019  SHORT TIRO ALTO LAVA INDIGO T-12,STOP CEDI,Aprobado,UND ,381,381,0,381,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-04-17,2026-04-20,1,COLORES  ,1,19,T-12     ,0.0,INCOMPLETO
STOP,MOP-00000052,ST0000318                                         ,27-3JUL3,07-JULIO,ST0000318 - IND01 - 020  SHORT TIRO ALTO LAVA INDIGO T-14,STOP CEDI,Aprobado,UND ,286,286,0,286,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-04-17,2026-04-20,1,COLORES  ,1,20,T-14     ,0.0,INCOMPLETO
STOP,MOP-00000054,11018825                                          ,23-2JUN3,06-JUNIO,11018825 - 19-1102 - 002  BODY TIRAS EN MALLA NEGRO T-XS,STOP CEDI,Aprobado,UND ,138,138,118,20,2026-06-08,01-2026,019-THE CLUB,2026-04-17,2026-05-08,1,COLORES  ,1,2,T-XS     ,0.855072463768116,INCOMPLETO
STOP,MOP-00000054,11018825                                          ,23-2JUN3,06-JUNIO,11018825 - 19-1102 - 003  BODY TIRAS EN MALLA NEGRO T-S,STOP CEDI,Aprobado,UND ,415,415,354,61,2026-06-08,01-2026,019-THE CLUB,2026-04-17,2026-05-08,1,COLORES  ,1,3,T-S      ,0.8530120481927711,INCOMPLETO
STOP,MOP-00000054,11018825                                          ,23-2JUN3,06-JUNIO,11018825 - 19-1102 - 004  BODY TIRAS EN MALLA NEGRO T-M,STOP CEDI,Aprobado,UND ,554,554,481,73,2026-06-08,01-2026,019-THE CLUB,2026-04-17,2026-05-08,1,COLORES  ,1,4,T-M      ,0.868231046931408,INCOMPLETO
STOP,MOP-00000054,11018825                                          ,23-2JUN3,06-JUNIO,11018825 - 19-1102 - 005  BODY TIRAS EN MALLA NEGRO T-L,STOP CEDI,Aprobado,UND ,415,415,354,61,2026-06-08,01-2026,019-THE CLUB,2026-04-17,2026-05-08,1,COLORES  ,1,5,T-L      ,0.8530120481927711,INCOMPLETO
STOP,MOP-00000054,11018825                                          ,23-2JUN3,06-JUNIO,11018825 - 19-1102 - 006  BODY TIRAS EN MALLA NEGRO T-XL,STOP CEDI,Aprobado,UND ,277,277,236,41,2026-06-08,01-2026,019-THE CLUB,2026-04-17,2026-05-08,1,COLORES  ,1,6,T-XL     ,0.851985559566787,INCOMPLETO
STOP,MOP-00000053,ST0000320                                         ,27-3JUL3,07-JULIO,ST0000320 - IND01 - 005  CAMISA MANGA CORTA L INDIGO T-L,STOP CEDI,Aprobado,UND ,462,462,0,462,2026-06-17,01-2026,002-BOHO ROMANTICO,2026-04-17,2026-04-17,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000053,ST0000320                                         ,27-3JUL3,07-JULIO,ST0000320 - IND01 - 004  CAMISA MANGA CORTA L INDIGO T-M,STOP CEDI,Aprobado,UND ,615,615,0,615,2026-06-17,01-2026,002-BOHO ROMANTICO,2026-04-17,2026-04-17,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000053,ST0000320                                         ,27-3JUL3,07-JULIO,ST0000320 - IND01 - 003  CAMISA MANGA CORTA L INDIGO T-S,STOP CEDI,Aprobado,UND ,462,462,0,462,2026-06-17,01-2026,002-BOHO ROMANTICO,2026-04-17,2026-04-17,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000053,ST0000320                                         ,27-3JUL3,07-JULIO,ST0000320 - IND01 - 006  CAMISA MANGA CORTA L INDIGO T-XL,STOP CEDI,Aprobado,UND ,308,308,0,308,2026-06-17,01-2026,002-BOHO ROMANTICO,2026-04-17,2026-04-17,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000053,ST0000320                                         ,27-3JUL3,07-JULIO,ST0000320 - IND01 - 002  CAMISA MANGA CORTA L INDIGO T-XS,STOP CEDI,Aprobado,UND ,154,154,0,154,2026-06-17,01-2026,002-BOHO ROMANTICO,2026-04-17,2026-04-17,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000055,ST0004583                                         ,22-2JUN2,06-JUNIO,ST0004583 - 19-1761 - 002  CAMISETA MC ESTAMPAD ROJO T-XS,STOP CEDI,Cumplido,UND ,167,171,171,0,2026-05-27,01-2026,019-THE CLUB,2026-04-20,2026-04-22,1,COLORES  ,1,2,T-XS     ,1.0,CERRADO
STOP,MOP-00000055,ST0004583                                         ,22-2JUN2,06-JUNIO,ST0004583 - 19-1761 - 003  CAMISETA MC ESTAMPAD ROJO T-S,STOP CEDI,Aprobado,UND ,667,652,650,2,2026-05-27,01-2026,019-THE CLUB,2026-04-20,2026-04-22,1,COLORES  ,1,3,T-S      ,0.9969325153374233,INCOMPLETO
STOP,MOP-00000055,ST0004583                                         ,22-2JUN2,06-JUNIO,ST0004583 - 19-1761 - 004  CAMISETA MC ESTAMPAD ROJO T-M,STOP CEDI,Aprobado,UND ,833,782,778,4,2026-05-27,01-2026,019-THE CLUB,2026-04-20,2026-04-22,1,COLORES  ,1,4,T-M      ,0.9948849104859335,INCOMPLETO
STOP,MOP-00000055,ST0004583                                         ,22-2JUN2,06-JUNIO,ST0004583 - 19-1761 - 005  CAMISETA MC ESTAMPAD ROJO T-L,STOP CEDI,Aprobado,UND ,500,475,474,1,2026-05-27,01-2026,019-THE CLUB,2026-04-20,2026-04-22,1,COLORES  ,1,5,T-L      ,0.9978947368421053,INCOMPLETO
STOP,MOP-00000055,ST0004583                                         ,22-2JUN2,06-JUNIO,ST0004583 - 19-1761 - 006  CAMISETA MC ESTAMPAD ROJO T-XL,STOP CEDI,Cumplido,UND ,333,324,324,0,2026-05-27,01-2026,019-THE CLUB,2026-04-20,2026-04-22,1,COLORES  ,1,6,T-XL     ,1.0,CERRADO
STOP,MOP-00000056,ST0000310                                         ,25-3JUL1,07-JULIO,ST0000310 - 18-1232 - 013  RETROJEAN TIRO ALTO CAFE T-5,STOP CEDI,Aprobado,UND ,39,38,0,38,2026-06-17,01-2026,001-AURA,2026-04-20,2026-04-24,1,COLORES  ,1,13,T-5      ,0.0,INCOMPLETO
STOP,MOP-00000056,ST0000310                                         ,25-3JUL1,07-JULIO,ST0000310 - 18-1232 - 014  RETROJEAN TIRO ALTO CAFE T-6,STOP CEDI,Aprobado,UND ,118,118,0,118,2026-06-17,01-2026,001-AURA,2026-04-20,2026-04-24,1,COLORES  ,1,14,T-6      ,0.0,INCOMPLETO
STOP,MOP-00000056,ST0000310                                         ,25-3JUL1,07-JULIO,ST0000310 - 18-1232 - 016  RETROJEAN TIRO ALTO CAFE T-8,STOP CEDI,Aprobado,UND ,196,194,0,194,2026-06-17,01-2026,001-AURA,2026-04-20,2026-04-24,1,COLORES  ,1,16,T-8      ,0.0,INCOMPLETO
STOP,MOP-00000056,ST0000310                                         ,25-3JUL1,07-JULIO,ST0000310 - 18-1232 - 018  RETROJEAN TIRO ALTO CAFE T-10,STOP CEDI,Aprobado,UND ,196,194,0,194,2026-06-17,01-2026,001-AURA,2026-04-20,2026-04-24,1,COLORES  ,1,18,T-10     ,0.0,INCOMPLETO
STOP,MOP-00000056,ST0000310                                         ,25-3JUL1,07-JULIO,ST0000310 - 18-1232 - 019  RETROJEAN TIRO ALTO CAFE T-12,STOP CEDI,Aprobado,UND ,118,116,0,116,2026-06-17,01-2026,001-AURA,2026-04-20,2026-04-24,1,COLORES  ,1,19,T-12     ,0.0,INCOMPLETO
STOP,MOP-00000056,ST0000310                                         ,25-3JUL1,07-JULIO,ST0000310 - 18-1232 - 020  RETROJEAN TIRO ALTO CAFE T-14,STOP CEDI,Aprobado,UND ,79,78,0,78,2026-06-17,01-2026,001-AURA,2026-04-20,2026-04-24,1,COLORES  ,1,20,T-14     ,0.0,INCOMPLETO
STOP,MOP-00000056,ST0000310                                         ,25-3JUL1,07-JULIO,ST0000310 - 19-4004 - 013  RETROJEAN TIRO ALTO NEGRO T-5,STOP CEDI,Aprobado,UND ,39,31,0,31,2026-06-17,01-2026,001-AURA,2026-04-20,2026-04-24,1,COLORES  ,1,13,T-5      ,0.0,INCOMPLETO
STOP,MOP-00000056,ST0000310                                         ,25-3JUL1,07-JULIO,ST0000310 - 19-4004 - 014  RETROJEAN TIRO ALTO NEGRO T-6,STOP CEDI,Aprobado,UND ,118,116,0,116,2026-06-17,01-2026,001-AURA,2026-04-20,2026-04-24,1,COLORES  ,1,14,T-6      ,0.0,INCOMPLETO
STOP,MOP-00000056,ST0000310                                         ,25-3JUL1,07-JULIO,ST0000310 - 19-4004 - 016  RETROJEAN TIRO ALTO NEGRO T-8,STOP CEDI,Aprobado,UND ,196,187,0,187,2026-06-17,01-2026,001-AURA,2026-04-20,2026-04-24,1,COLORES  ,1,16,T-8      ,0.0,INCOMPLETO
STOP,MOP-00000056,ST0000310                                         ,25-3JUL1,07-JULIO,ST0000310 - 19-4004 - 018  RETROJEAN TIRO ALTO NEGRO T-10,STOP CEDI,Aprobado,UND ,196,187,0,187,2026-06-17,01-2026,001-AURA,2026-04-20,2026-04-24,1,COLORES  ,1,18,T-10     ,0.0,INCOMPLETO
STOP,MOP-00000056,ST0000310                                         ,25-3JUL1,07-JULIO,ST0000310 - 19-4004 - 019  RETROJEAN TIRO ALTO NEGRO T-12,STOP CEDI,Aprobado,UND ,118,109,0,109,2026-06-17,01-2026,001-AURA,2026-04-20,2026-04-24,1,COLORES  ,1,19,T-12     ,0.0,INCOMPLETO
STOP,MOP-00000056,ST0000310                                         ,25-3JUL1,07-JULIO,ST0000310 - 19-4004 - 020  RETROJEAN TIRO ALTO NEGRO T-14,STOP CEDI,Aprobado,UND ,79,78,0,78,2026-06-17,01-2026,001-AURA,2026-04-20,2026-04-24,1,COLORES  ,1,20,T-14     ,0.0,INCOMPLETO
STOP,MOP-00000057,ST0000280                                         ,25-3JUL1,07-JULIO,ST0000280 - 11-0604 - 013  PANTALON TIRO ALTO T CREMA T-5,STOP CEDI,Aprobado,UND ,250,212,0,212,2026-06-17,01-2026,001-AURA,2026-04-20,2026-05-15,1,COLORES  ,1,13,T-5      ,0.0,INCOMPLETO
STOP,MOP-00000057,ST0000280                                         ,25-3JUL1,07-JULIO,ST0000280 - 11-0604 - 014  PANTALON TIRO ALTO T CREMA T-6,STOP CEDI,Aprobado,UND ,375,312,0,312,2026-06-17,01-2026,001-AURA,2026-04-20,2026-05-15,1,COLORES  ,1,14,T-6      ,0.0,INCOMPLETO
STOP,MOP-00000057,ST0000280                                         ,25-3JUL1,07-JULIO,ST0000280 - 11-0604 - 016  PANTALON TIRO ALTO T CREMA T-8,STOP CEDI,Aprobado,UND ,625,487,0,487,2026-06-17,01-2026,001-AURA,2026-04-20,2026-05-15,1,COLORES  ,1,16,T-8      ,0.0,INCOMPLETO
STOP,MOP-00000057,ST0000280                                         ,25-3JUL1,07-JULIO,ST0000280 - 11-0604 - 018  PANTALON TIRO ALTO T CREMA T-10,STOP CEDI,Aprobado,UND ,625,485,0,485,2026-06-17,01-2026,001-AURA,2026-04-20,2026-05-15,1,COLORES  ,1,18,T-10     ,0.0,INCOMPLETO
STOP,MOP-00000057,ST0000280                                         ,25-3JUL1,07-JULIO,ST0000280 - 11-0604 - 019  PANTALON TIRO ALTO T CREMA T-12,STOP CEDI,Aprobado,UND ,375,289,0,289,2026-06-17,01-2026,001-AURA,2026-04-20,2026-05-15,1,COLORES  ,1,19,T-12     ,0.0,INCOMPLETO
STOP,MOP-00000057,ST0000280                                         ,25-3JUL1,07-JULIO,ST0000280 - 11-0604 - 020  PANTALON TIRO ALTO T CREMA T-14,STOP CEDI,Aprobado,UND ,250,204,0,204,2026-06-17,01-2026,001-AURA,2026-04-20,2026-05-15,1,COLORES  ,1,20,T-14     ,0.0,INCOMPLETO
STOP,MOP-00000058,ST0001307                                         ,21-2JUN1,06-JUNIO,ST0001307 - 11-0602 - 002  CAMISETA MC CON ESTA CREMA T-XS,STOP CEDI,Comprometido,UND ,93,80,0,80,2026-05-20,01-2026,022-CAPSULAS FERIAS,2026-04-21,2026-05-27,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000058,ST0001307                                         ,21-2JUN1,06-JUNIO,ST0001307 - 11-0602 - 003  CAMISETA MC CON ESTA CREMA T-S,STOP CEDI,Comprometido,UND ,279,205,0,205,2026-05-20,01-2026,022-CAPSULAS FERIAS,2026-04-21,2026-05-27,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000058,ST0001307                                         ,21-2JUN1,06-JUNIO,ST0001307 - 11-0602 - 004  CAMISETA MC CON ESTA CREMA T-M,STOP CEDI,Comprometido,UND ,372,307,0,307,2026-05-20,01-2026,022-CAPSULAS FERIAS,2026-04-21,2026-05-27,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000058,ST0001307                                         ,21-2JUN1,06-JUNIO,ST0001307 - 11-0602 - 005  CAMISETA MC CON ESTA CREMA T-L,STOP CEDI,Aprobado,UND ,279,258,0,258,2026-05-20,01-2026,022-CAPSULAS FERIAS,2026-04-21,2026-05-27,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000058,ST0001307                                         ,21-2JUN1,06-JUNIO,ST0001307 - 11-0602 - 006  CAMISETA MC CON ESTA CREMA T-XL,STOP CEDI,Aprobado,UND ,186,131,0,131,2026-05-20,01-2026,022-CAPSULAS FERIAS,2026-04-21,2026-05-27,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000059,15015824                                          ,28-3JUL4,07-JULIO,15015824 - 19-4004 - 003  CHAQUETA DENIM NEGRA NEGRO T-S,STOP CEDI,Aprobado,UND ,305,296,0,296,2026-05-27,01-2026, ,2026-04-21,2026-05-05,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000059,15015824                                          ,28-3JUL4,07-JULIO,15015824 - 19-4004 - 004  CHAQUETA DENIM NEGRA NEGRO T-M,STOP CEDI,Aprobado,UND ,300,294,0,294,2026-05-27,01-2026, ,2026-04-21,2026-05-05,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000059,15015824                                          ,28-3JUL4,07-JULIO,15015824 - 19-4004 - 005  CHAQUETA DENIM NEGRA NEGRO T-L,STOP CEDI,Aprobado,UND ,91,76,0,76,2026-05-27,01-2026, ,2026-04-21,2026-05-05,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000059,15015824                                          ,28-3JUL4,07-JULIO,15015824 - 19-4004 - 006  CHAQUETA DENIM NEGRA NEGRO T-XL,STOP CEDI,Aprobado,UND ,25,38,0,38,2026-05-27,01-2026, ,2026-04-21,2026-05-05,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000060,ST0000273                                         ,25-3JUL1,07-JULIO,ST0000273 - 11-0604 - 002  CAMISETA MANGA LARGA CREMA T-XS,STOP CEDI,Cumplido,UND ,127,118,118,0,2026-06-17,01-2026,001-AURA,2026-04-21,2026-04-22,1,COLORES  ,1,2,T-XS     ,1.0,CERRADO
STOP,MOP-00000060,ST0000273                                         ,25-3JUL1,07-JULIO,ST0000273 - 11-0604 - 003  CAMISETA MANGA LARGA CREMA T-S,STOP CEDI,Cumplido,UND ,381,366,366,0,2026-06-17,01-2026,001-AURA,2026-04-21,2026-04-22,1,COLORES  ,1,3,T-S      ,1.0,CERRADO
STOP,MOP-00000060,ST0000273                                         ,25-3JUL1,07-JULIO,ST0000273 - 11-0604 - 004  CAMISETA MANGA LARGA CREMA T-M,STOP CEDI,Cumplido,UND ,508,481,481,0,2026-06-17,01-2026,001-AURA,2026-04-21,2026-04-22,1,COLORES  ,1,4,T-M      ,1.0,CERRADO
STOP,MOP-00000060,ST0000273                                         ,25-3JUL1,07-JULIO,ST0000273 - 11-0604 - 005  CAMISETA MANGA LARGA CREMA T-L,STOP CEDI,Cumplido,UND ,381,336,336,0,2026-06-17,01-2026,001-AURA,2026-04-21,2026-04-22,1,COLORES  ,1,5,T-L      ,1.0,CERRADO
STOP,MOP-00000060,ST0000273                                         ,25-3JUL1,07-JULIO,ST0000273 - 11-0604 - 006  CAMISETA MANGA LARGA CREMA T-XL,STOP CEDI,Cumplido,UND ,254,218,218,0,2026-06-17,01-2026,001-AURA,2026-04-21,2026-04-22,1,COLORES  ,1,6,T-XL     ,1.0,CERRADO
STOP,MOP-00000061,ST0000273                                         ,25-3JUL1,07-JULIO,ST0000273 - 19-1716 - 002  CAMISETA MANGA LARGA ROJO T-XS,STOP CEDI,Aprobado,UND ,127,84,0,84,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-20,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000061,ST0000273                                         ,25-3JUL1,07-JULIO,ST0000273 - 19-1716 - 003  CAMISETA MANGA LARGA ROJO T-S,STOP CEDI,Aprobado,UND ,381,342,0,342,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-20,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000061,ST0000273                                         ,25-3JUL1,07-JULIO,ST0000273 - 19-1716 - 004  CAMISETA MANGA LARGA ROJO T-M,STOP CEDI,Aprobado,UND ,508,423,0,423,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-20,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000061,ST0000273                                         ,25-3JUL1,07-JULIO,ST0000273 - 19-1716 - 005  CAMISETA MANGA LARGA ROJO T-L,STOP CEDI,Aprobado,UND ,381,296,0,296,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-20,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000061,ST0000273                                         ,25-3JUL1,07-JULIO,ST0000273 - 19-1716 - 006  CAMISETA MANGA LARGA ROJO T-XL,STOP CEDI,Aprobado,UND ,254,212,0,212,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-20,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000062,ST0000265                                         ,25-3JUL1,07-JULIO,ST0000265 - IND06 - 014  FALDA SHORT TIRO ALT INDIGO T-6,STOP CEDI,Aprobado,UND ,476,474,0,474,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-11,1,COLORES  ,1,14,T-6      ,0.0,INCOMPLETO
STOP,MOP-00000062,ST0000265                                         ,25-3JUL1,07-JULIO,ST0000265 - IND06 - 016  FALDA SHORT TIRO ALT INDIGO T-8,STOP CEDI,Aprobado,UND ,595,595,0,595,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-11,1,COLORES  ,1,16,T-8      ,0.0,INCOMPLETO
STOP,MOP-00000062,ST0000265                                         ,25-3JUL1,07-JULIO,ST0000265 - IND06 - 018  FALDA SHORT TIRO ALT INDIGO T-10,STOP CEDI,Aprobado,UND ,595,585,0,585,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-11,1,COLORES  ,1,18,T-10     ,0.0,INCOMPLETO
STOP,MOP-00000062,ST0000265                                         ,25-3JUL1,07-JULIO,ST0000265 - IND06 - 019  FALDA SHORT TIRO ALT INDIGO T-12,STOP CEDI,Aprobado,UND ,476,468,0,468,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-11,1,COLORES  ,1,19,T-12     ,0.0,INCOMPLETO
STOP,MOP-00000062,ST0000265                                         ,25-3JUL1,07-JULIO,ST0000265 - IND06 - 020  FALDA SHORT TIRO ALT INDIGO T-14,STOP CEDI,Aprobado,UND ,357,351,0,351,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-11,1,COLORES  ,1,20,T-14     ,0.0,INCOMPLETO
STOP,MOP-00000063,ST0000278                                         ,25-3JUL1,07-JULIO,ST0000278 - 11-0604 - 002  BODY MANGA SISA CON CREMA T-XS,STOP CEDI,Aprobado,UND ,154,158,0,158,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-13,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000063,ST0000278                                         ,25-3JUL1,07-JULIO,ST0000278 - 11-0604 - 003  BODY MANGA SISA CON CREMA T-S,STOP CEDI,Aprobado,UND ,462,443,0,443,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-13,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000063,ST0000278                                         ,25-3JUL1,07-JULIO,ST0000278 - 11-0604 - 004  BODY MANGA SISA CON CREMA T-M,STOP CEDI,Aprobado,UND ,615,600,0,600,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-13,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000063,ST0000278                                         ,25-3JUL1,07-JULIO,ST0000278 - 11-0604 - 005  BODY MANGA SISA CON CREMA T-L,STOP CEDI,Aprobado,UND ,462,458,0,458,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-13,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000063,ST0000278                                         ,25-3JUL1,07-JULIO,ST0000278 - 11-0604 - 006  BODY MANGA SISA CON CREMA T-XL,STOP CEDI,Aprobado,UND ,308,300,0,300,2026-06-17,01-2026,001-AURA,2026-04-21,2026-05-13,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000064,ST0000282                                         ,25-3JUL1,07-JULIO,ST0000282 - 11-0604 - 002  CAMISETA MANGA CORTA CREMA T-XS,STOP CEDI,Aprobado,UND ,147,163,0,163,2026-06-17,01-2026,001-AURA,2026-04-21,2026-06-06,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000064,ST0000282                                         ,25-3JUL1,07-JULIO,ST0000282 - 11-0604 - 003  CAMISETA MANGA CORTA CREMA T-S,STOP CEDI,Aprobado,UND ,588,630,0,630,2026-06-17,01-2026,001-AURA,2026-04-21,2026-06-06,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000064,ST0000282                                         ,25-3JUL1,07-JULIO,ST0000282 - 11-0604 - 004  CAMISETA MANGA CORTA CREMA T-M,STOP CEDI,Aprobado,UND ,735,786,0,786,2026-06-17,01-2026,001-AURA,2026-04-21,2026-06-06,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000064,ST0000282                                         ,25-3JUL1,07-JULIO,ST0000282 - 11-0604 - 005  CAMISETA MANGA CORTA CREMA T-L,STOP CEDI,Aprobado,UND ,588,628,0,628,2026-06-17,01-2026,001-AURA,2026-04-21,2026-06-06,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000064,ST0000282                                         ,25-3JUL1,07-JULIO,ST0000282 - 11-0604 - 006  CAMISETA MANGA CORTA CREMA T-XL,STOP CEDI,Aprobado,UND ,441,468,0,468,2026-06-17,01-2026,001-AURA,2026-04-21,2026-06-06,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000064,ST0000282                                         ,25-3JUL1,07-JULIO,ST0000282 - 18-0527 - 002  CAMISETA MANGA CORTA VERDE T-XS,STOP CEDI,Aprobado,UND ,147,165,0,165,2026-06-17,01-2026,001-AURA,2026-04-21,2026-06-06,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000064,ST0000282                                         ,25-3JUL1,07-JULIO,ST0000282 - 18-0527 - 003  CAMISETA MANGA CORTA VERDE T-S,STOP CEDI,Aprobado,UND ,588,576,0,576,2026-06-17,01-2026,001-AURA,2026-04-21,2026-06-06,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000064,ST0000282                                         ,25-3JUL1,07-JULIO,ST0000282 - 18-0527 - 004  CAMISETA MANGA CORTA VERDE T-M,STOP CEDI,Aprobado,UND ,735,721,0,721,2026-06-17,01-2026,001-AURA,2026-04-21,2026-06-06,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000064,ST0000282                                         ,25-3JUL1,07-JULIO,ST0000282 - 18-0527 - 005  CAMISETA MANGA CORTA VERDE T-L,STOP CEDI,Aprobado,UND ,588,564,0,564,2026-06-17,01-2026,001-AURA,2026-04-21,2026-06-06,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000064,ST0000282                                         ,25-3JUL1,07-JULIO,ST0000282 - 18-0527 - 006  CAMISETA MANGA CORTA VERDE T-XL,STOP CEDI,Aprobado,UND ,441,419,0,419,2026-06-17,01-2026,001-AURA,2026-04-21,2026-06-06,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
