MARCA,O.P. NÚMERO,REFERENCIA,GRUPO DE ENTREGA,MES,ITEM O.P. RESUMEN,DESC. BODEGA,ESTADO,U.M.,CANT. PLANEADA,CANT. ORDENADA,CANT. COMPLETA,CANT. PENDIENTE,FECHA TERMINACION,AÑO,COLECCIÓN,FECHA CREACION,FECHA APROBACION,EXT. 1,DESC. EXTENSION 1,EXT. 2,DETALLE EXT. 2,DESC. DETALLE EXT. 2,CUMPLIMIENTO %,ESTATUS OP
STOP,MOP-00000123,ST0000254                                         ,25-3JUL1,07-JULIO,ST0000254 - IND02 - 014  TEJANO TIRO ALTO LAV INDIGO T-6,STOP CEDI,Aprobado,UND ,522,492,0,492,2026-06-17,01-2026,001-AURA,2026-05-07,2026-05-12,1,COLORES  ,1,14,T-6      ,0.0,INCOMPLETO
STOP,MOP-00000123,ST0000254                                         ,25-3JUL1,07-JULIO,ST0000254 - IND02 - 016  TEJANO TIRO ALTO LAV INDIGO T-8,STOP CEDI,Aprobado,UND ,652,610,0,610,2026-06-17,01-2026,001-AURA,2026-05-07,2026-05-12,1,COLORES  ,1,16,T-8      ,0.0,INCOMPLETO
STOP,MOP-00000123,ST0000254                                         ,25-3JUL1,07-JULIO,ST0000254 - IND02 - 018  TEJANO TIRO ALTO LAV INDIGO T-10,STOP CEDI,Aprobado,UND ,652,568,0,568,2026-06-17,01-2026,001-AURA,2026-05-07,2026-05-12,1,COLORES  ,1,18,T-10     ,0.0,INCOMPLETO
STOP,MOP-00000123,ST0000254                                         ,25-3JUL1,07-JULIO,ST0000254 - IND02 - 019  TEJANO TIRO ALTO LAV INDIGO T-12,STOP CEDI,Aprobado,UND ,522,492,0,492,2026-06-17,01-2026,001-AURA,2026-05-07,2026-05-12,1,COLORES  ,1,19,T-12     ,0.0,INCOMPLETO
STOP,MOP-00000123,ST0000254                                         ,25-3JUL1,07-JULIO,ST0000254 - IND02 - 020  TEJANO TIRO ALTO LAV INDIGO T-14,STOP CEDI,Aprobado,UND ,391,388,0,388,2026-06-17,01-2026,001-AURA,2026-05-07,2026-05-12,1,COLORES  ,1,20,T-14     ,0.0,INCOMPLETO
STOP,MOP-00000123,ST0000254                                         ,25-3JUL1,07-JULIO,ST0000254 - IND02 - 021  TEJANO TIRO ALTO LAV INDIGO T-16,STOP CEDI,Aprobado,UND ,261,283,0,283,2026-06-17,01-2026,001-AURA,2026-05-07,2026-05-12,1,COLORES  ,1,21,T-16     ,0.0,INCOMPLETO
STOP,MOP-00000124,ST0000283                                         ,25-3JUL1,07-JULIO,ST0000283 - 14-0708 - 002  CAMISETA MANGA CORTA BEIGE T-XS,STOP CEDI,Aprobado,UND ,147,147,0,147,2026-06-17,01-2026,001-AURA,2026-05-07,2026-06-05,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000124,ST0000283                                         ,25-3JUL1,07-JULIO,ST0000283 - 14-0708 - 003  CAMISETA MANGA CORTA BEIGE T-S,STOP CEDI,Aprobado,UND ,588,588,0,588,2026-06-17,01-2026,001-AURA,2026-05-07,2026-06-05,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000124,ST0000283                                         ,25-3JUL1,07-JULIO,ST0000283 - 14-0708 - 004  CAMISETA MANGA CORTA BEIGE T-M,STOP CEDI,Aprobado,UND ,735,735,0,735,2026-06-17,01-2026,001-AURA,2026-05-07,2026-06-05,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000124,ST0000283                                         ,25-3JUL1,07-JULIO,ST0000283 - 14-0708 - 005  CAMISETA MANGA CORTA BEIGE T-L,STOP CEDI,Aprobado,UND ,588,588,0,588,2026-06-17,01-2026,001-AURA,2026-05-07,2026-06-05,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000124,ST0000283                                         ,25-3JUL1,07-JULIO,ST0000283 - 14-0708 - 006  CAMISETA MANGA CORTA BEIGE T-XL,STOP CEDI,Aprobado,UND ,441,441,0,441,2026-06-17,01-2026,001-AURA,2026-05-07,2026-06-05,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000125,ST0000328                                         ,29-3AGO1,08-AGOSTO,ST0000328 - IND03 - 014  CULOTTE TIRO ALTO LA INDIGO T-6,STOP CEDI,Aprobado,UND ,522,446,0,446,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-09,1,COLORES  ,1,14,T-6      ,0.0,INCOMPLETO
STOP,MOP-00000125,ST0000328                                         ,29-3AGO1,08-AGOSTO,ST0000328 - IND03 - 016  CULOTTE TIRO ALTO LA INDIGO T-8,STOP CEDI,Aprobado,UND ,652,538,0,538,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-09,1,COLORES  ,1,16,T-8      ,0.0,INCOMPLETO
STOP,MOP-00000125,ST0000328                                         ,29-3AGO1,08-AGOSTO,ST0000328 - IND03 - 018  CULOTTE TIRO ALTO LA INDIGO T-10,STOP CEDI,Aprobado,UND ,652,559,0,559,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-09,1,COLORES  ,1,18,T-10     ,0.0,INCOMPLETO
STOP,MOP-00000125,ST0000328                                         ,29-3AGO1,08-AGOSTO,ST0000328 - IND03 - 019  CULOTTE TIRO ALTO LA INDIGO T-12,STOP CEDI,Aprobado,UND ,522,443,0,443,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-09,1,COLORES  ,1,19,T-12     ,0.0,INCOMPLETO
STOP,MOP-00000125,ST0000328                                         ,29-3AGO1,08-AGOSTO,ST0000328 - IND03 - 020  CULOTTE TIRO ALTO LA INDIGO T-14,STOP CEDI,Aprobado,UND ,391,363,0,363,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-09,1,COLORES  ,1,20,T-14     ,0.0,INCOMPLETO
STOP,MOP-00000125,ST0000328                                         ,29-3AGO1,08-AGOSTO,ST0000328 - IND03 - 021  CULOTTE TIRO ALTO LA INDIGO T-16,STOP CEDI,Aprobado,UND ,261,283,0,283,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-09,1,COLORES  ,1,21,T-16     ,0.0,INCOMPLETO
STOP,MOP-00000126,ST0000331                                         ,29-3AGO1,08-AGOSTO,ST0000331 - IND01 - 013  BAGGY TIRO ALTO LAV INDIGO T-5,STOP CEDI,Aprobado,UND ,300,282,0,282,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-11,1,COLORES  ,1,13,T-5      ,0.0,INCOMPLETO
STOP,MOP-00000126,ST0000331                                         ,29-3AGO1,08-AGOSTO,ST0000331 - IND01 - 014  BAGGY TIRO ALTO LAV INDIGO T-6,STOP CEDI,Aprobado,UND ,450,433,0,433,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-11,1,COLORES  ,1,14,T-6      ,0.0,INCOMPLETO
STOP,MOP-00000126,ST0000331                                         ,29-3AGO1,08-AGOSTO,ST0000331 - IND01 - 016  BAGGY TIRO ALTO LAV INDIGO T-8,STOP CEDI,Aprobado,UND ,750,713,0,713,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-11,1,COLORES  ,1,16,T-8      ,0.0,INCOMPLETO
STOP,MOP-00000126,ST0000331                                         ,29-3AGO1,08-AGOSTO,ST0000331 - IND01 - 018  BAGGY TIRO ALTO LAV INDIGO T-10,STOP CEDI,Aprobado,UND ,750,723,0,723,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-11,1,COLORES  ,1,18,T-10     ,0.0,INCOMPLETO
STOP,MOP-00000126,ST0000331                                         ,29-3AGO1,08-AGOSTO,ST0000331 - IND01 - 019  BAGGY TIRO ALTO LAV INDIGO T-12,STOP CEDI,Aprobado,UND ,450,428,0,428,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-11,1,COLORES  ,1,19,T-12     ,0.0,INCOMPLETO
STOP,MOP-00000126,ST0000331                                         ,29-3AGO1,08-AGOSTO,ST0000331 - IND01 - 020  BAGGY TIRO ALTO LAV INDIGO T-14,STOP CEDI,Aprobado,UND ,300,282,0,282,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-11,1,COLORES  ,1,20,T-14     ,0.0,INCOMPLETO
STOP,MOP-00000127,ST0000359                                         ,29-3AGO1,08-AGOSTO,ST0000359 - 11-0601 - 002  BLUSA MANGA LARGA BLANCO T-XS,STOP CEDI,Aprobado,UND ,154,165,0,165,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-12,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000127,ST0000359                                         ,29-3AGO1,08-AGOSTO,ST0000359 - 11-0601 - 003  BLUSA MANGA LARGA BLANCO T-S,STOP CEDI,Aprobado,UND ,308,295,0,295,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-12,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000127,ST0000359                                         ,29-3AGO1,08-AGOSTO,ST0000359 - 11-0601 - 004  BLUSA MANGA LARGA BLANCO T-M,STOP CEDI,Aprobado,UND ,462,442,0,442,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-12,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000127,ST0000359                                         ,29-3AGO1,08-AGOSTO,ST0000359 - 11-0601 - 005  BLUSA MANGA LARGA BLANCO T-L,STOP CEDI,Aprobado,UND ,308,296,0,296,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-12,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000127,ST0000359                                         ,29-3AGO1,08-AGOSTO,ST0000359 - 11-0601 - 006  BLUSA MANGA LARGA BLANCO T-XL,STOP CEDI,Aprobado,UND ,308,296,0,296,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-07,2026-05-12,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000128,11018825                                          ,21-2JUN1,06-JUNIO,11018825 - 19-1102 - 002  BODY TIRAS EN MALLA NEGRO T-XS,STOP CEDI,Aprobado,UND ,138,122,0,122,2026-06-30,01-2026,018-INDIE SUMMER,2026-05-07,2026-05-30,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000128,11018825                                          ,21-2JUN1,06-JUNIO,11018825 - 19-1102 - 003  BODY TIRAS EN MALLA NEGRO T-S,STOP CEDI,Aprobado,UND ,415,366,0,366,2026-06-30,01-2026,018-INDIE SUMMER,2026-05-07,2026-05-30,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000128,11018825                                          ,21-2JUN1,06-JUNIO,11018825 - 19-1102 - 004  BODY TIRAS EN MALLA NEGRO T-M,STOP CEDI,Aprobado,UND ,554,488,0,488,2026-06-30,01-2026,018-INDIE SUMMER,2026-05-07,2026-05-30,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000128,11018825                                          ,21-2JUN1,06-JUNIO,11018825 - 19-1102 - 005  BODY TIRAS EN MALLA NEGRO T-L,STOP CEDI,Aprobado,UND ,415,365,0,365,2026-06-30,01-2026,018-INDIE SUMMER,2026-05-07,2026-05-30,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000128,11018825                                          ,21-2JUN1,06-JUNIO,11018825 - 19-1102 - 006  BODY TIRAS EN MALLA NEGRO T-XL,STOP CEDI,Aprobado,UND ,277,242,0,242,2026-06-30,01-2026,018-INDIE SUMMER,2026-05-07,2026-05-30,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000129,ST0000388                                         ,29-3AGO1,08-AGOSTO,ST0000388 - IND04 - 014  BERMUDA TIRO MEDIO L INDIGO T-6,STOP CEDI,Aprobado,UND ,343,355,0,355,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-08,2026-05-11,1,COLORES  ,1,14,T-6      ,0.0,INCOMPLETO
STOP,MOP-00000129,ST0000388                                         ,29-3AGO1,08-AGOSTO,ST0000388 - IND04 - 016  BERMUDA TIRO MEDIO L INDIGO T-8,STOP CEDI,Aprobado,UND ,429,446,0,446,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-08,2026-05-11,1,COLORES  ,1,16,T-8      ,0.0,INCOMPLETO
STOP,MOP-00000129,ST0000388                                         ,29-3AGO1,08-AGOSTO,ST0000388 - IND04 - 018  BERMUDA TIRO MEDIO L INDIGO T-10,STOP CEDI,Aprobado,UND ,429,439,0,439,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-08,2026-05-11,1,COLORES  ,1,18,T-10     ,0.0,INCOMPLETO
STOP,MOP-00000129,ST0000388                                         ,29-3AGO1,08-AGOSTO,ST0000388 - IND04 - 019  BERMUDA TIRO MEDIO L INDIGO T-12,STOP CEDI,Aprobado,UND ,343,354,0,354,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-08,2026-05-11,1,COLORES  ,1,19,T-12     ,0.0,INCOMPLETO
STOP,MOP-00000129,ST0000388                                         ,29-3AGO1,08-AGOSTO,ST0000388 - IND04 - 020  BERMUDA TIRO MEDIO L INDIGO T-14,STOP CEDI,Aprobado,UND ,257,269,0,269,2026-06-24,01-2026,003-ESPIRITU SALVAJE,2026-05-08,2026-05-11,1,COLORES  ,1,20,T-14     ,0.0,INCOMPLETO
STOP,MOP-00000130,ST0000298                                         ,25-3JUL1,07-JULIO,ST0000298 - 12-0704 - 002  BLUSA MANGA LARGA CO CREMA T-XS,STOP CEDI,Aprobado,UND ,154,121,0,121,2026-07-01,01-2026,001-AURA,2026-05-08,2026-05-19,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000130,ST0000298                                         ,25-3JUL1,07-JULIO,ST0000298 - 12-0704 - 003  BLUSA MANGA LARGA CO CREMA T-S,STOP CEDI,Aprobado,UND ,462,375,0,375,2026-07-01,01-2026,001-AURA,2026-05-08,2026-05-19,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000130,ST0000298                                         ,25-3JUL1,07-JULIO,ST0000298 - 12-0704 - 004  BLUSA MANGA LARGA CO CREMA T-M,STOP CEDI,Aprobado,UND ,615,508,0,508,2026-07-01,01-2026,001-AURA,2026-05-08,2026-05-19,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000130,ST0000298                                         ,25-3JUL1,07-JULIO,ST0000298 - 12-0704 - 005  BLUSA MANGA LARGA CO CREMA T-L,STOP CEDI,Aprobado,UND ,462,383,0,383,2026-07-01,01-2026,001-AURA,2026-05-08,2026-05-19,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000130,ST0000298                                         ,25-3JUL1,07-JULIO,ST0000298 - 12-0704 - 006  BLUSA MANGA LARGA CO CREMA T-XL,STOP CEDI,Aprobado,UND ,308,252,0,252,2026-07-01,01-2026,001-AURA,2026-05-08,2026-05-19,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000131,ST0000299                                         ,27-3JUL3,07-JULIO,ST0000299 - 11-4202 - 002  TOP MANGA LARGA CON CREMA T-XS,STOP CEDI,Cumplido,UND ,118,115,115,0,2026-07-01,01-2026,001-AURA,2026-05-08,2026-05-11,1,COLORES  ,1,2,T-XS     ,1.0,CERRADO
STOP,MOP-00000131,ST0000299                                         ,27-3JUL3,07-JULIO,ST0000299 - 11-4202 - 003  TOP MANGA LARGA CON CREMA T-S,STOP CEDI,Cumplido,UND ,353,314,314,0,2026-07-01,01-2026,001-AURA,2026-05-08,2026-05-11,1,COLORES  ,1,3,T-S      ,1.0,CERRADO
STOP,MOP-00000131,ST0000299                                         ,27-3JUL3,07-JULIO,ST0000299 - 11-4202 - 004  TOP MANGA LARGA CON CREMA T-M,STOP CEDI,Cumplido,UND ,471,489,489,0,2026-07-01,01-2026,001-AURA,2026-05-08,2026-05-11,1,COLORES  ,1,4,T-M      ,1.0,CERRADO
STOP,MOP-00000131,ST0000299                                         ,27-3JUL3,07-JULIO,ST0000299 - 11-4202 - 005  TOP MANGA LARGA CON CREMA T-L,STOP CEDI,Cumplido,UND ,353,331,331,0,2026-07-01,01-2026,001-AURA,2026-05-08,2026-05-11,1,COLORES  ,1,5,T-L      ,1.0,CERRADO
STOP,MOP-00000131,ST0000299                                         ,27-3JUL3,07-JULIO,ST0000299 - 11-4202 - 006  TOP MANGA LARGA CON CREMA T-XL,STOP CEDI,Cumplido,UND ,235,215,215,0,2026-07-01,01-2026,001-AURA,2026-05-08,2026-05-11,1,COLORES  ,1,6,T-XL     ,1.0,CERRADO
STOP,MOP-00000132,ST0000300                                         ,27-3JUL3,07-JULIO,ST0000300 - 12-0704 - 002  CAMISETA MANGA CORTA CREMA T-XS,STOP CEDI,Aprobado,UND ,154,122,0,122,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-08,2026-06-05,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000132,ST0000300                                         ,27-3JUL3,07-JULIO,ST0000300 - 12-0704 - 003  CAMISETA MANGA CORTA CREMA T-S,STOP CEDI,Aprobado,UND ,462,416,0,416,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-08,2026-06-05,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000132,ST0000300                                         ,27-3JUL3,07-JULIO,ST0000300 - 12-0704 - 004  CAMISETA MANGA CORTA CREMA T-M,STOP CEDI,Aprobado,UND ,615,496,0,496,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-08,2026-06-05,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000132,ST0000300                                         ,27-3JUL3,07-JULIO,ST0000300 - 12-0704 - 005  CAMISETA MANGA CORTA CREMA T-L,STOP CEDI,Aprobado,UND ,462,366,0,366,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-08,2026-06-05,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000132,ST0000300                                         ,27-3JUL3,07-JULIO,ST0000300 - 12-0704 - 006  CAMISETA MANGA CORTA CREMA T-XL,STOP CEDI,Aprobado,UND ,308,244,0,244,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-08,2026-06-05,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000132,ST0000300                                         ,27-3JUL3,07-JULIO,ST0000300 - 17-1327 - 002  CAMISETA MANGA CORTA CAFE T-XS,STOP CEDI,Aprobado,UND ,154,126,0,126,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-08,2026-06-05,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000132,ST0000300                                         ,27-3JUL3,07-JULIO,ST0000300 - 17-1327 - 003  CAMISETA MANGA CORTA CAFE T-S,STOP CEDI,Aprobado,UND ,462,374,0,374,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-08,2026-06-05,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000132,ST0000300                                         ,27-3JUL3,07-JULIO,ST0000300 - 17-1327 - 004  CAMISETA MANGA CORTA CAFE T-M,STOP CEDI,Aprobado,UND ,615,484,0,484,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-08,2026-06-05,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000132,ST0000300                                         ,27-3JUL3,07-JULIO,ST0000300 - 17-1327 - 005  CAMISETA MANGA CORTA CAFE T-L,STOP CEDI,Aprobado,UND ,462,358,0,358,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-08,2026-06-05,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000132,ST0000300                                         ,27-3JUL3,07-JULIO,ST0000300 - 17-1327 - 006  CAMISETA MANGA CORTA CAFE T-XL,STOP CEDI,Aprobado,UND ,308,252,0,252,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-08,2026-06-05,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000133,ST0000302                                         ,27-3JUL3,07-JULIO,ST0000302 - 17-1520 - 002  TOP MANGA SISA CUELL ROSADO T-XS,STOP CEDI,Aprobado,UND ,154,48,0,48,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-13,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000133,ST0000302                                         ,27-3JUL3,07-JULIO,ST0000302 - 17-1520 - 003  TOP MANGA SISA CUELL ROSADO T-S,STOP CEDI,Aprobado,UND ,462,128,0,128,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-13,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000133,ST0000302                                         ,27-3JUL3,07-JULIO,ST0000302 - 17-1520 - 004  TOP MANGA SISA CUELL ROSADO T-M,STOP CEDI,Aprobado,UND ,615,180,0,180,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-13,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000133,ST0000302                                         ,27-3JUL3,07-JULIO,ST0000302 - 17-1520 - 005  TOP MANGA SISA CUELL ROSADO T-L,STOP CEDI,Aprobado,UND ,462,136,0,136,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-13,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000133,ST0000302                                         ,27-3JUL3,07-JULIO,ST0000302 - 17-1520 - 006  TOP MANGA SISA CUELL ROSADO T-XL,STOP CEDI,Aprobado,UND ,308,88,0,88,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-13,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000135,ST0000304                                         ,27-3JUL3,07-JULIO,ST0000304 - 17-1327 - 002  CAMISETA MANGA CORTA CAFE T-XS,STOP CEDI,Aprobado,UND ,167,170,0,170,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-14,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000135,ST0000304                                         ,27-3JUL3,07-JULIO,ST0000304 - 17-1327 - 003  CAMISETA MANGA CORTA CAFE T-S,STOP CEDI,Aprobado,UND ,667,680,0,680,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-14,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000135,ST0000304                                         ,27-3JUL3,07-JULIO,ST0000304 - 17-1327 - 004  CAMISETA MANGA CORTA CAFE T-M,STOP CEDI,Aprobado,UND ,833,871,0,871,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-14,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000135,ST0000304                                         ,27-3JUL3,07-JULIO,ST0000304 - 17-1327 - 005  CAMISETA MANGA CORTA CAFE T-L,STOP CEDI,Aprobado,UND ,500,510,0,510,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-14,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000135,ST0000304                                         ,27-3JUL3,07-JULIO,ST0000304 - 17-1327 - 006  CAMISETA MANGA CORTA CAFE T-XL,STOP CEDI,Aprobado,UND ,333,340,0,340,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-14,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000135,ST0000304                                         ,27-3JUL3,07-JULIO,ST0000304 - 17-1520 - 002  CAMISETA MANGA CORTA ROSADO T-XS,STOP CEDI,Aprobado,UND ,167,33,0,33,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-14,1,COLORES  ,1,2,T-XS     ,0.0,INCOMPLETO
STOP,MOP-00000135,ST0000304                                         ,27-3JUL3,07-JULIO,ST0000304 - 17-1520 - 003  CAMISETA MANGA CORTA ROSADO T-S,STOP CEDI,Aprobado,UND ,667,132,0,132,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-14,1,COLORES  ,1,3,T-S      ,0.0,INCOMPLETO
STOP,MOP-00000135,ST0000304                                         ,27-3JUL3,07-JULIO,ST0000304 - 17-1520 - 004  CAMISETA MANGA CORTA ROSADO T-M,STOP CEDI,Aprobado,UND ,833,168,0,168,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-14,1,COLORES  ,1,4,T-M      ,0.0,INCOMPLETO
STOP,MOP-00000135,ST0000304                                         ,27-3JUL3,07-JULIO,ST0000304 - 17-1520 - 005  CAMISETA MANGA CORTA ROSADO T-L,STOP CEDI,Aprobado,UND ,500,99,0,99,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-14,1,COLORES  ,1,5,T-L      ,0.0,INCOMPLETO
STOP,MOP-00000135,ST0000304                                         ,27-3JUL3,07-JULIO,ST0000304 - 17-1520 - 006  CAMISETA MANGA CORTA ROSADO T-XL,STOP CEDI,Aprobado,UND ,333,66,0,66,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-14,1,COLORES  ,1,6,T-XL     ,0.0,INCOMPLETO
STOP,MOP-00000136,ST0000316                                         ,27-3JUL3,07-JULIO,ST0000316 - 11-0602 - 013  RETROJEAN TUIRO ALTO CREMA T-5,STOP CEDI,Aprobado,UND ,300,247,0,247,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-20,1,COLORES  ,1,13,T-5      ,0.0,INCOMPLETO
STOP,MOP-00000136,ST0000316                                         ,27-3JUL3,07-JULIO,ST0000316 - 11-0602 - 014  RETROJEAN TUIRO ALTO CREMA T-6,STOP CEDI,Aprobado,UND ,450,365,0,365,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-20,1,COLORES  ,1,14,T-6      ,0.0,INCOMPLETO
STOP,MOP-00000136,ST0000316                                         ,27-3JUL3,07-JULIO,ST0000316 - 11-0602 - 016  RETROJEAN TUIRO ALTO CREMA T-8,STOP CEDI,Aprobado,UND ,750,616,0,616,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-20,1,COLORES  ,1,16,T-8      ,0.0,INCOMPLETO
STOP,MOP-00000136,ST0000316                                         ,27-3JUL3,07-JULIO,ST0000316 - 11-0602 - 018  RETROJEAN TUIRO ALTO CREMA T-10,STOP CEDI,Aprobado,UND ,750,616,0,616,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-20,1,COLORES  ,1,18,T-10     ,0.0,INCOMPLETO
STOP,MOP-00000136,ST0000316                                         ,27-3JUL3,07-JULIO,ST0000316 - 11-0602 - 019  RETROJEAN TUIRO ALTO CREMA T-12,STOP CEDI,Aprobado,UND ,450,373,0,373,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-20,1,COLORES  ,1,19,T-12     ,0.0,INCOMPLETO
STOP,MOP-00000136,ST0000316                                         ,27-3JUL3,07-JULIO,ST0000316 - 11-0602 - 020  RETROJEAN TUIRO ALTO CREMA T-14,STOP CEDI,Aprobado,UND ,300,247,0,247,2026-07-01,01-2026,002-BOHO ROMANTICO,2026-05-11,2026-05-20,1,COLORES  ,1,20,T-14     ,0.0,INCOMPLETO
