MARCA,O.P. NÚMERO,REFERENCIA,GRUPO DE ENTREGA,MES,ITEM O.P. RESUMEN,DESC. BODEGA,ESTADO,U.M.,CANT. PLANEADA,CANT. ORDENADA,CANT. COMPLETA,CANT. PENDIENTE,FECHA TERMINACION,AÑO,COLECCIÓN,FECHA CREACION,FECHA APROBACION,EXT. 1,COLOR_NOMBRE,EXT. 2,DETALLE EXT. 2,DESC. DETALLE EXT. 2,CUMPLIMIENTO %,ESTATUS OP
YOYO,MOP-00000049,YY0001076                                         ,17-2MAY1,05-MAYO,YY0001076 - 18-1222 - 020  VESTIDO MC TP TIPO P CAFE T-14,YOYO CEDI,Cumplido,UND ,425,338,338,0,2026-06-17,01-2026,013-SOCCER VIBES,2026-04-21,2026-05-01,1,18-1222             ,1,20,T-14     ,1.0,CERRADO
YOYO,MOP-00000049,YY0001076                                         ,17-2MAY1,05-MAYO,YY0001076 - 18-1222 - 021  VESTIDO MC TP TIPO P CAFE T-16,YOYO CEDI,Cumplido,UND ,425,305,305,0,2026-06-17,01-2026,013-SOCCER VIBES,2026-04-21,2026-05-01,1,18-1222             ,1,21,T-16     ,1.0,CERRADO
YOYO,MOP-00000049,YY0001076                                         ,17-2MAY1,05-MAYO,YY0001076 - 18-1222 - 022  VESTIDO MC TP TIPO P CAFE T-18,YOYO CEDI,Aprobado,UND ,340,239,234,5,2026-06-17,01-2026,013-SOCCER VIBES,2026-04-21,2026-05-01,1,18-1222             ,1,22,T-18     ,0.9790794979079498,INCOMPLETO
YOYO,MOP-00000049,YY0001076                                         ,17-2MAY1,05-MAYO,YY0001076 - 18-1222 - 023  VESTIDO MC TP TIPO P CAFE T-20,YOYO CEDI,Cumplido,UND ,255,180,180,0,2026-06-17,01-2026,013-SOCCER VIBES,2026-04-21,2026-05-01,1,18-1222             ,1,23,T-20     ,1.0,CERRADO
YOYO,MOP-00000049,YY0001076                                         ,17-2MAY1,05-MAYO,YY0001076 - 18-1222 - 024  VESTIDO MC TP TIPO P CAFE T-22,YOYO CEDI,Cumplido,UND ,255,159,159,0,2026-06-17,01-2026,013-SOCCER VIBES,2026-04-21,2026-05-01,1,18-1222             ,1,24,T-22     ,1.0,CERRADO
YOYO,MOP-00000056,YY0000258                                         ,26-3JUL2,07-JULIO,YY0000258 - IND07 - 019  RETROMOM TIRO ALTO INDIGO T-12,YOYO CEDI,Aprobado,UND ,192,190,0,190,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-23,2026-04-29,1,IND07               ,1,19,T-12     ,0.0,INCOMPLETO
YOYO,MOP-00000056,YY0000258                                         ,26-3JUL2,07-JULIO,YY0000258 - IND07 - 020  RETROMOM TIRO ALTO INDIGO T-14,YOYO CEDI,Aprobado,UND ,231,261,0,261,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-23,2026-04-29,1,IND07               ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000056,YY0000258                                         ,26-3JUL2,07-JULIO,YY0000258 - IND07 - 021  RETROMOM TIRO ALTO INDIGO T-16,YOYO CEDI,Aprobado,UND ,231,240,0,240,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-23,2026-04-29,1,IND07               ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000056,YY0000258                                         ,26-3JUL2,07-JULIO,YY0000258 - IND07 - 022  RETROMOM TIRO ALTO INDIGO T-18,YOYO CEDI,Aprobado,UND ,154,144,0,144,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-23,2026-04-29,1,IND07               ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000056,YY0000258                                         ,26-3JUL2,07-JULIO,YY0000258 - IND07 - 023  RETROMOM TIRO ALTO INDIGO T-20,YOYO CEDI,Aprobado,UND ,115,111,0,111,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-23,2026-04-29,1,IND07               ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000056,YY0000258                                         ,26-3JUL2,07-JULIO,YY0000258 - IND07 - 024  RETROMOM TIRO ALTO INDIGO T-22,YOYO CEDI,Aprobado,UND ,77,74,0,74,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-23,2026-04-29,1,IND07               ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000058,YY0000250                                         ,26-3JUL2,07-JULIO,YY0000250 - 14-4110 - 020  BLUSA MANGA SISAS  C AZUL T-14,YOYO CEDI,Aprobado,UND ,528,550,547,3,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-23,2026-04-27,1,14-4110             ,1,20,T-14     ,0.9945454545454545,INCOMPLETO
YOYO,MOP-00000058,YY0000250                                         ,26-3JUL2,07-JULIO,YY0000250 - 14-4110 - 021  BLUSA MANGA SISAS  C AZUL T-16,YOYO CEDI,Cumplido,UND ,528,553,553,0,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-23,2026-04-27,1,14-4110             ,1,21,T-16     ,1.0,CERRADO
YOYO,MOP-00000058,YY0000250                                         ,26-3JUL2,07-JULIO,YY0000250 - 14-4110 - 022  BLUSA MANGA SISAS  C AZUL T-18,YOYO CEDI,Cumplido,UND ,317,332,332,0,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-23,2026-04-27,1,14-4110             ,1,22,T-18     ,1.0,CERRADO
YOYO,MOP-00000058,YY0000250                                         ,26-3JUL2,07-JULIO,YY0000250 - 14-4110 - 023  BLUSA MANGA SISAS  C AZUL T-20,YOYO CEDI,Aprobado,UND ,317,330,329,1,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-23,2026-04-27,1,14-4110             ,1,23,T-20     ,0.996969696969697,INCOMPLETO
YOYO,MOP-00000058,YY0000250                                         ,26-3JUL2,07-JULIO,YY0000250 - 14-4110 - 024  BLUSA MANGA SISAS  C AZUL T-22,YOYO CEDI,Cumplido,UND ,211,220,220,0,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-23,2026-04-27,1,14-4110             ,1,24,T-22     ,1.0,CERRADO
YOYO,MOP-00000060,YY0000256                                         ,26-3JUL2,07-JULIO,YY0000256 - 18-1020 - 020  TOP MANGA SISA CUELL CAFE T-14,YOYO CEDI,Aprobado,UND ,556,577,0,577,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-24,2026-04-27,1,18-1020             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000060,YY0000256                                         ,26-3JUL2,07-JULIO,YY0000256 - 18-1020 - 021  TOP MANGA SISA CUELL CAFE T-16,YOYO CEDI,Aprobado,UND ,556,571,0,571,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-24,2026-04-27,1,18-1020             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000060,YY0000256                                         ,26-3JUL2,07-JULIO,YY0000256 - 18-1020 - 022  TOP MANGA SISA CUELL CAFE T-18,YOYO CEDI,Aprobado,UND ,333,339,0,339,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-24,2026-04-27,1,18-1020             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000060,YY0000256                                         ,26-3JUL2,07-JULIO,YY0000256 - 18-1020 - 023  TOP MANGA SISA CUELL CAFE T-20,YOYO CEDI,Aprobado,UND ,333,339,0,339,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-24,2026-04-27,1,18-1020             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000060,YY0000256                                         ,26-3JUL2,07-JULIO,YY0000256 - 18-1020 - 024  TOP MANGA SISA CUELL CAFE T-22,YOYO CEDI,Aprobado,UND ,222,230,0,230,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-24,2026-04-27,1,18-1020             ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000064,YY0000257                                         ,25-3JUL1,07-JULIO,YY0000257 - 19-4004 - 018  TSHIRT  MANGA CORTA NEGRO T-10,YOYO CEDI,Aprobado,UND ,210,198,0,198,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-27,2026-04-29,1,19-4004             ,1,18,T-10     ,0.0,INCOMPLETO
YOYO,MOP-00000064,YY0000257                                         ,25-3JUL1,07-JULIO,YY0000257 - 19-4004 - 019  TSHIRT  MANGA CORTA NEGRO T-12,YOYO CEDI,Aprobado,UND ,316,314,0,314,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-27,2026-04-29,1,19-4004             ,1,19,T-12     ,0.0,INCOMPLETO
YOYO,MOP-00000064,YY0000257                                         ,25-3JUL1,07-JULIO,YY0000257 - 19-4004 - 020  TSHIRT  MANGA CORTA NEGRO T-14,YOYO CEDI,Aprobado,UND ,526,511,0,511,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-27,2026-04-29,1,19-4004             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000064,YY0000257                                         ,25-3JUL1,07-JULIO,YY0000257 - 19-4004 - 021  TSHIRT  MANGA CORTA NEGRO T-16,YOYO CEDI,Aprobado,UND ,526,521,0,521,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-27,2026-04-29,1,19-4004             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000064,YY0000257                                         ,25-3JUL1,07-JULIO,YY0000257 - 19-4004 - 022  TSHIRT  MANGA CORTA NEGRO T-18,YOYO CEDI,Aprobado,UND ,316,323,0,323,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-27,2026-04-29,1,19-4004             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000064,YY0000257                                         ,25-3JUL1,07-JULIO,YY0000257 - 19-4004 - 023  TSHIRT  MANGA CORTA NEGRO T-20,YOYO CEDI,Aprobado,UND ,316,323,0,323,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-27,2026-04-29,1,19-4004             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000064,YY0000257                                         ,25-3JUL1,07-JULIO,YY0000257 - 17-6009 - 018  TSHIRT  MANGA CORTA VERDE T-10,YOYO CEDI,Aprobado,UND ,237,170,0,170,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-27,2026-04-29,1,17-6009             ,1,18,T-10     ,0.0,INCOMPLETO
YOYO,MOP-00000064,YY0000257                                         ,25-3JUL1,07-JULIO,YY0000257 - 17-6009 - 019  TSHIRT  MANGA CORTA VERDE T-12,YOYO CEDI,Aprobado,UND ,356,269,0,269,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-27,2026-04-29,1,17-6009             ,1,19,T-12     ,0.0,INCOMPLETO
YOYO,MOP-00000064,YY0000257                                         ,25-3JUL1,07-JULIO,YY0000257 - 17-6009 - 020  TSHIRT  MANGA CORTA VERDE T-14,YOYO CEDI,Aprobado,UND ,593,443,0,443,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-27,2026-04-29,1,17-6009             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000064,YY0000257                                         ,25-3JUL1,07-JULIO,YY0000257 - 17-6009 - 021  TSHIRT  MANGA CORTA VERDE T-16,YOYO CEDI,Aprobado,UND ,593,439,0,439,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-27,2026-04-29,1,17-6009             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000064,YY0000257                                         ,25-3JUL1,07-JULIO,YY0000257 - 17-6009 - 022  TSHIRT  MANGA CORTA VERDE T-18,YOYO CEDI,Aprobado,UND ,356,269,0,269,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-27,2026-04-29,1,17-6009             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000064,YY0000257                                         ,25-3JUL1,07-JULIO,YY0000257 - 17-6009 - 023  TSHIRT  MANGA CORTA VERDE T-20,YOYO CEDI,Aprobado,UND ,356,269,0,269,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-27,2026-04-29,1,17-6009             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000065,YY0000260                                         ,26-3JUL2,07-JULIO,YY0000260 - 19-4004 - 020  PANTALON BOTA AMPLIA NEGRO T-14,YOYO CEDI,Cumplido,UND ,686,802,802,0,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-28,2026-04-30,1,19-4004             ,1,20,T-14     ,1.0,CERRADO
YOYO,MOP-00000065,YY0000260                                         ,26-3JUL2,07-JULIO,YY0000260 - 19-4004 - 021  PANTALON BOTA AMPLIA NEGRO T-16,YOYO CEDI,Cumplido,UND ,686,554,554,0,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-28,2026-04-30,1,19-4004             ,1,21,T-16     ,1.0,CERRADO
YOYO,MOP-00000065,YY0000260                                         ,26-3JUL2,07-JULIO,YY0000260 - 19-4004 - 022  PANTALON BOTA AMPLIA NEGRO T-18,YOYO CEDI,Aprobado,UND ,457,432,431,1,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-28,2026-04-30,1,19-4004             ,1,22,T-18     ,0.9976851851851852,INCOMPLETO
YOYO,MOP-00000065,YY0000260                                         ,26-3JUL2,07-JULIO,YY0000260 - 19-4004 - 023  PANTALON BOTA AMPLIA NEGRO T-20,YOYO CEDI,Cumplido,UND ,343,385,385,0,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-28,2026-04-30,1,19-4004             ,1,23,T-20     ,1.0,CERRADO
YOYO,MOP-00000065,YY0000260                                         ,26-3JUL2,07-JULIO,YY0000260 - 19-4004 - 024  PANTALON BOTA AMPLIA NEGRO T-22,YOYO CEDI,Cumplido,UND ,229,258,258,0,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-28,2026-04-30,1,19-4004             ,1,24,T-22     ,1.0,CERRADO
YOYO,MOP-00000068,YY0000259                                         ,26-3JUL2,07-JULIO,YY0000259 - IND02 - 019  CARGO TIRO ALTO INDIGO T-12,YOYO CEDI,Aprobado,UND ,500,517,0,517,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-28,2026-05-04,1,IND02               ,1,19,T-12     ,0.0,INCOMPLETO
YOYO,MOP-00000068,YY0000259                                         ,26-3JUL2,07-JULIO,YY0000259 - IND02 - 020  CARGO TIRO ALTO INDIGO T-14,YOYO CEDI,Aprobado,UND ,600,584,0,584,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-28,2026-05-04,1,IND02               ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000068,YY0000259                                         ,26-3JUL2,07-JULIO,YY0000259 - IND02 - 021  CARGO TIRO ALTO INDIGO T-16,YOYO CEDI,Aprobado,UND ,600,622,0,622,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-28,2026-05-04,1,IND02               ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000068,YY0000259                                         ,26-3JUL2,07-JULIO,YY0000259 - IND02 - 022  CARGO TIRO ALTO INDIGO T-18,YOYO CEDI,Aprobado,UND ,400,394,0,394,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-28,2026-05-04,1,IND02               ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000068,YY0000259                                         ,26-3JUL2,07-JULIO,YY0000259 - IND02 - 023  CARGO TIRO ALTO INDIGO T-20,YOYO CEDI,Aprobado,UND ,300,311,0,311,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-28,2026-05-04,1,IND02               ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000068,YY0000259                                         ,26-3JUL2,07-JULIO,YY0000259 - IND02 - 024  CARGO TIRO ALTO INDIGO T-22,YOYO CEDI,Aprobado,UND ,200,197,0,197,2026-06-24,01-2026,002-BLACK GARDEN,2026-04-28,2026-05-04,1,IND02               ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000070,YY0004342                                         ,24-2JUN4,06-JUNIO,YY0004342 - IND04 - 020  CHALECO MANGA SISA C INDIGO T-14,YOYO CEDI,Aprobado,UND ,294,294,147,147,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,IND04               ,1,20,T-14     ,0.5,INCOMPLETO
YOYO,MOP-00000070,YY0004342                                         ,24-2JUN4,06-JUNIO,YY0004342 - IND04 - 021  CHALECO MANGA SISA C INDIGO T-16,YOYO CEDI,Aprobado,UND ,235,235,127,108,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,IND04               ,1,21,T-16     ,0.5404255319148936,INCOMPLETO
YOYO,MOP-00000070,YY0004342                                         ,24-2JUN4,06-JUNIO,YY0004342 - IND04 - 022  CHALECO MANGA SISA C INDIGO T-18,YOYO CEDI,Aprobado,UND ,176,176,84,92,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,IND04               ,1,22,T-18     ,0.4772727272727273,INCOMPLETO
YOYO,MOP-00000070,YY0004342                                         ,24-2JUN4,06-JUNIO,YY0004342 - IND04 - 023  CHALECO MANGA SISA C INDIGO T-20,YOYO CEDI,Aprobado,UND ,176,176,20,156,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,IND04               ,1,23,T-20     ,0.11363636363636363,INCOMPLETO
YOYO,MOP-00000070,YY0004342                                         ,24-2JUN4,06-JUNIO,YY0004342 - IND04 - 024  CHALECO MANGA SISA C INDIGO T-22,YOYO CEDI,Aprobado,UND ,118,118,22,96,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,IND04               ,1,24,T-22     ,0.1864406779661017,INCOMPLETO
YOYO,MOP-00000071,YY0004343                                         ,20-2MAY4,05-MAYO,YY0004343 - IND04 - 020  FALDA TIRO ALTO CON INDIGO T-14,YOYO CEDI,Cumplido,UND ,140,140,140,0,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,IND04               ,1,20,T-14     ,1.0,CERRADO
YOYO,MOP-00000071,YY0004343                                         ,20-2MAY4,05-MAYO,YY0004343 - IND04 - 021  FALDA TIRO ALTO CON INDIGO T-16,YOYO CEDI,Cumplido,UND ,146,146,146,0,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,IND04               ,1,21,T-16     ,1.0,CERRADO
YOYO,MOP-00000071,YY0004343                                         ,20-2MAY4,05-MAYO,YY0004343 - IND04 - 022  FALDA TIRO ALTO CON INDIGO T-18,YOYO CEDI,Cumplido,UND ,72,72,72,0,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,IND04               ,1,22,T-18     ,1.0,CERRADO
YOYO,MOP-00000071,YY0004343                                         ,20-2MAY4,05-MAYO,YY0004343 - IND04 - 023  FALDA TIRO ALTO CON INDIGO T-20,YOYO CEDI,Cumplido,UND ,18,18,18,0,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,IND04               ,1,23,T-20     ,1.0,CERRADO
YOYO,MOP-00000071,YY0004343                                         ,20-2MAY4,05-MAYO,YY0004343 - IND04 - 024  FALDA TIRO ALTO CON INDIGO T-22,YOYO CEDI,Cumplido,UND ,22,22,22,0,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,IND04               ,1,24,T-22     ,1.0,CERRADO
YOYO,MOP-00000072,YY0004344                                         ,24-2JUN4,06-JUNIO,YY0004344 - 11-0602 - 019  PANTALON TIRO ALTO C CREMA T-12,YOYO CEDI,Aprobado,UND ,40,40,0,40,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,11-0602             ,1,19,T-12     ,0.0,INCOMPLETO
YOYO,MOP-00000072,YY0004344                                         ,24-2JUN4,06-JUNIO,YY0004344 - 11-0602 - 020  PANTALON TIRO ALTO C CREMA T-14,YOYO CEDI,Aprobado,UND ,34,34,0,34,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,11-0602             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000073,YY0004345                                         ,24-2JUN4,06-JUNIO,YY0004345 - 11-0602 - 020  CAMISA MANGA CORTA C CREMA T-14,YOYO CEDI,Aprobado,UND ,52,52,0,52,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,11-0602             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000073,YY0004345                                         ,24-2JUN4,06-JUNIO,YY0004345 - 11-0602 - 021  CAMISA MANGA CORTA C CREMA T-16,YOYO CEDI,Aprobado,UND ,53,53,0,53,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,11-0602             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000073,YY0004345                                         ,24-2JUN4,06-JUNIO,YY0004345 - 11-0602 - 022  CAMISA MANGA CORTA C CREMA T-18,YOYO CEDI,Aprobado,UND ,28,28,0,28,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,11-0602             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000073,YY0004345                                         ,24-2JUN4,06-JUNIO,YY0004345 - 11-0602 - 023  CAMISA MANGA CORTA C CREMA T-20,YOYO CEDI,Aprobado,UND ,39,39,0,39,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,11-0602             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000073,YY0004345                                         ,24-2JUN4,06-JUNIO,YY0004345 - 11-0602 - 024  CAMISA MANGA CORTA C CREMA T-22,YOYO CEDI,Aprobado,UND ,39,39,0,39,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,11-0602             ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000075,YY0004347                                         ,24-2JUN4,06-JUNIO,YY0004347 - SURTIDO - 020  BERMUDA TIRO ALTO SURTIDO T-14,YOYO CEDI,Aprobado,UND ,119,119,0,119,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,SURTIDO             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000075,YY0004347                                         ,24-2JUN4,06-JUNIO,YY0004347 - SURTIDO - 021  BERMUDA TIRO ALTO SURTIDO T-16,YOYO CEDI,Aprobado,UND ,90,90,0,90,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,SURTIDO             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000075,YY0004347                                         ,24-2JUN4,06-JUNIO,YY0004347 - SURTIDO - 022  BERMUDA TIRO ALTO SURTIDO T-18,YOYO CEDI,Aprobado,UND ,90,90,0,90,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,SURTIDO             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000075,YY0004347                                         ,24-2JUN4,06-JUNIO,YY0004347 - SURTIDO - 023  BERMUDA TIRO ALTO SURTIDO T-20,YOYO CEDI,Aprobado,UND ,109,109,0,109,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,SURTIDO             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000075,YY0004347                                         ,24-2JUN4,06-JUNIO,YY0004347 - SURTIDO - 024  BERMUDA TIRO ALTO SURTIDO T-22,YOYO CEDI,Aprobado,UND ,39,39,0,39,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,SURTIDO             ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000076,YY0004363                                         ,24-2JUN4,06-JUNIO,YY0004363 - SURTIDO - 020  BUZO MANGA LARGA SURTIDO T-14,YOYO CEDI,Aprobado,UND ,35,35,0,35,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,SURTIDO             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000076,YY0004363                                         ,24-2JUN4,06-JUNIO,YY0004363 - SURTIDO - 021  BUZO MANGA LARGA SURTIDO T-16,YOYO CEDI,Aprobado,UND ,35,35,0,35,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,SURTIDO             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000076,YY0004363                                         ,24-2JUN4,06-JUNIO,YY0004363 - SURTIDO - 022  BUZO MANGA LARGA SURTIDO T-18,YOYO CEDI,Aprobado,UND ,26,26,0,26,2026-06-10,01-2026,015-CONSCIENTE,2026-04-29,2026-04-29,1,SURTIDO             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000061,35002295                                          ,28-3JUL4,07-JULIO,35002295 - 19-4004 - 020  BODY SISA ESTAMPADO NEGRO T-14,YOYO CEDI,Aprobado,UND ,450,367,0,367,2026-07-08,01-2026, ,2026-04-24,2026-04-27,1,19-4004             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000061,35002295                                          ,28-3JUL4,07-JULIO,35002295 - 19-4004 - 021  BODY SISA ESTAMPADO NEGRO T-16,YOYO CEDI,Aprobado,UND ,451,405,0,405,2026-07-08,01-2026, ,2026-04-24,2026-04-27,1,19-4004             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000061,35002295                                          ,28-3JUL4,07-JULIO,35002295 - 19-4004 - 022  BODY SISA ESTAMPADO NEGRO T-18,YOYO CEDI,Aprobado,UND ,300,242,0,242,2026-07-08,01-2026, ,2026-04-24,2026-04-27,1,19-4004             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000061,35002295                                          ,28-3JUL4,07-JULIO,35002295 - 19-4004 - 023  BODY SISA ESTAMPADO NEGRO T-20,YOYO CEDI,Aprobado,UND ,300,242,0,242,2026-07-08,01-2026, ,2026-04-24,2026-04-27,1,19-4004             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000061,35002295                                          ,28-3JUL4,07-JULIO,35002295 - 19-4004 - 024  BODY SISA ESTAMPADO NEGRO T-22,YOYO CEDI,Aprobado,UND ,150,121,0,121,2026-07-08,01-2026, ,2026-04-24,2026-04-27,1,19-4004             ,1,24,T-22     ,0.0,INCOMPLETO
YOYO,MOP-00000031,YY0001081                                         ,21-2JUN1,06-JUNIO,YY0001081 - 14-4104 - 020  PANTALON TIRO ALTO T GRIS T-14,YOYO CEDI,Aprobado,UND ,657,518,0,518,2026-05-20,01-2026,014-MATCHA CLUB,2026-04-21,2026-05-06,1,14-4104             ,1,20,T-14     ,0.0,INCOMPLETO
YOYO,MOP-00000031,YY0001081                                         ,21-2JUN1,06-JUNIO,YY0001081 - 14-4104 - 021  PANTALON TIRO ALTO T GRIS T-16,YOYO CEDI,Aprobado,UND ,657,522,0,522,2026-05-20,01-2026,014-MATCHA CLUB,2026-04-21,2026-05-06,1,14-4104             ,1,21,T-16     ,0.0,INCOMPLETO
YOYO,MOP-00000031,YY0001081                                         ,21-2JUN1,06-JUNIO,YY0001081 - 14-4104 - 022  PANTALON TIRO ALTO T GRIS T-18,YOYO CEDI,Aprobado,UND ,438,363,0,363,2026-05-20,01-2026,014-MATCHA CLUB,2026-04-21,2026-05-06,1,14-4104             ,1,22,T-18     ,0.0,INCOMPLETO
YOYO,MOP-00000031,YY0001081                                         ,21-2JUN1,06-JUNIO,YY0001081 - 14-4104 - 023  PANTALON TIRO ALTO T GRIS T-20,YOYO CEDI,Aprobado,UND ,329,263,0,263,2026-05-20,01-2026,014-MATCHA CLUB,2026-04-21,2026-05-06,1,14-4104             ,1,23,T-20     ,0.0,INCOMPLETO
YOYO,MOP-00000031,YY0001081                                         ,21-2JUN1,06-JUNIO,YY0001081 - 14-4104 - 024  PANTALON TIRO ALTO T GRIS T-22,YOYO CEDI,Aprobado,UND ,219,182,0,182,2026-05-20,01-2026,014-MATCHA CLUB,2026-04-21,2026-05-06,1,14-4104             ,1,24,T-22     ,0.0,INCOMPLETO
